N,z2
-2.0120000000e+00,5.3399488448e-02
-2.0080000000e+00,5.3824864710e-02
-2.0040000000e+00,5.4253589438e-02
-2.0000000000e+00,5.4685688176e-02
-1.9960000000e+00,5.5121186647e-02
-1.9920000000e+00,5.5560110754e-02
-1.9880000000e+00,5.6002486579e-02
-1.9840000000e+00,5.6448340384e-02
-1.9800000000e+00,5.6897698616e-02
-1.9760000000e+00,5.7350587903e-02
-1.9720000000e+00,5.7807035056e-02
-1.9680000000e+00,5.8267067074e-02
-1.9640000000e+00,5.8730711137e-02
-1.9600000000e+00,5.9197994615e-02
-1.9560000000e+00,5.9668945065e-02
-1.9520000000e+00,6.0143590229e-02
-1.9480000000e+00,6.0621958043e-02
-1.9440000000e+00,6.1104076629e-02
-1.9400000000e+00,6.1589974301e-02
-1.9360000000e+00,6.2079679566e-02
-1.9320000000e+00,6.2573221120e-02
-1.9280000000e+00,6.3070627856e-02
-1.9240000000e+00,6.3571928859e-02
-1.9200000000e+00,6.4077153410e-02
-1.9160000000e+00,6.4586330985e-02
-1.9120000000e+00,6.5099491256e-02
-1.9080000000e+00,6.5616664094e-02
-1.9040000000e+00,6.6137879567e-02
-1.9000000000e+00,6.6663167941e-02
-1.8960000000e+00,6.7192559685e-02
-1.8920000000e+00,6.7726085464e-02
-1.8880000000e+00,6.8263776148e-02
-1.8840000000e+00,6.8805662806e-02
-1.8800000000e+00,6.9351776712e-02
-1.8760000000e+00,6.9902149342e-02
-1.8720000000e+00,7.0456812376e-02
-1.8680000000e+00,7.1015797699e-02
-1.8640000000e+00,7.1579137402e-02
-1.8600000000e+00,7.2146863781e-02
-1.8560000000e+00,7.2719009340e-02
-1.8520000000e+00,7.3295606790e-02
-1.8480000000e+00,7.3876689049e-02
-1.8440000000e+00,7.4462289245e-02
-1.8400000000e+00,7.5052440714e-02
-1.8360000000e+00,7.5647177004e-02
-1.8320000000e+00,7.6246531870e-02
-1.8280000000e+00,7.6850539282e-02
-1.8240000000e+00,7.7459233417e-02
-1.8200000000e+00,7.8072648667e-02
-1.8160000000e+00,7.8690819637e-02
-1.8120000000e+00,7.9313781142e-02
-1.8080000000e+00,7.9941568213e-02
-1.8040000000e+00,8.0574216093e-02
-1.8000000000e+00,8.1211760242e-02
-1.7960000000e+00,8.1854236332e-02
-1.7920000000e+00,8.2501680250e-02
-1.7880000000e+00,8.3154128101e-02
-1.7840000000e+00,8.3811616203e-02
-1.7800000000e+00,8.4474181092e-02
-1.7760000000e+00,8.5141859519e-02
-1.7720000000e+00,8.5814688451e-02
-1.7680000000e+00,8.6492705075e-02
-1.7640000000e+00,8.7175946792e-02
-1.7600000000e+00,8.7864451221e-02
-1.7560000000e+00,8.8558256199e-02
-1.7520000000e+00,8.9257399779e-02
-1.7480000000e+00,8.9961920234e-02
-1.7440000000e+00,9.0671856053e-02
-1.7400000000e+00,9.1387245943e-02
-1.7360000000e+00,9.2108128828e-02
-1.7320000000e+00,9.2834543852e-02
-1.7280000000e+00,9.3566530374e-02
-1.7240000000e+00,9.4304127973e-02
-1.7200000000e+00,9.5047376443e-02
-1.7160000000e+00,9.5796315796e-02
-1.7120000000e+00,9.6550986263e-02
-1.7080000000e+00,9.7311428290e-02
-1.7040000000e+00,9.8077682539e-02
-1.7000000000e+00,9.8849789891e-02
-1.6960000000e+00,9.9627791440e-02
-1.6920000000e+00,1.0041172850e-01
-1.6880000000e+00,1.0120164259e-01
-1.6840000000e+00,1.0199757545e-01
-1.6800000000e+00,1.0279956905e-01
-1.6760000000e+00,1.0360766554e-01
-1.6720000000e+00,1.0442190731e-01
-1.6680000000e+00,1.0524233696e-01
-1.6640000000e+00,1.0606899728e-01
-1.6600000000e+00,1.0690193129e-01
-1.6560000000e+00,1.0774118223e-01
-1.6520000000e+00,1.0858679352e-01
-1.6480000000e+00,1.0943880881e-01
-1.6440000000e+00,1.1029727196e-01
-1.6400000000e+00,1.1116222701e-01
-1.6360000000e+00,1.1203371823e-01
-1.6320000000e+00,1.1291179009e-01
-1.6280000000e+00,1.1379648727e-01
-1.6240000000e+00,1.1468785462e-01
-1.6200000000e+00,1.1558593723e-01
-1.6160000000e+00,1.1649078037e-01
-1.6120000000e+00,1.1740242951e-01
-1.6080000000e+00,1.1832093030e-01
-1.6040000000e+00,1.1924632863e-01
-1.6000000000e+00,1.2017867053e-01
-1.5960000000e+00,1.2111800225e-01
-1.5920000000e+00,1.2206437024e-01
-1.5880000000e+00,1.2301782110e-01
-1.5840000000e+00,1.2397840166e-01
-1.5800000000e+00,1.2494615891e-01
-1.5760000000e+00,1.2592114002e-01
-1.5720000000e+00,1.2690339234e-01
-1.5680000000e+00,1.2789296342e-01
-1.5640000000e+00,1.2888990095e-01
-1.5600000000e+00,1.2989425283e-01
-1.5560000000e+00,1.3090606710e-01
-1.5520000000e+00,1.3192539198e-01
-1.5480000000e+00,1.3295227587e-01
-1.5440000000e+00,1.3398676731e-01
-1.5400000000e+00,1.3502891501e-01
-1.5360000000e+00,1.3607876783e-01
-1.5320000000e+00,1.3713637481e-01
-1.5280000000e+00,1.3820178510e-01
-1.5240000000e+00,1.3927504804e-01
-1.5200000000e+00,1.4035621309e-01
-1.5160000000e+00,1.4144532985e-01
-1.5120000000e+00,1.4254244807e-01
-1.5080000000e+00,1.4364761762e-01
-1.5040000000e+00,1.4476088853e-01
-1.5000000000e+00,1.4588231093e-01
-1.4960000000e+00,1.4701193507e-01
-1.4920000000e+00,1.4814981134e-01
-1.4880000000e+00,1.4929599024e-01
-1.4840000000e+00,1.5045052237e-01
-1.4800000000e+00,1.5161345844e-01
-1.4760000000e+00,1.5278484927e-01
-1.4720000000e+00,1.5396474578e-01
-1.4680000000e+00,1.5515319897e-01
-1.4640000000e+00,1.5635025993e-01
-1.4600000000e+00,1.5755597984e-01
-1.4560000000e+00,1.5877040996e-01
-1.4520000000e+00,1.5999360162e-01
-1.4480000000e+00,1.6122560622e-01
-1.4440000000e+00,1.6246647521e-01
-1.4400000000e+00,1.6371626011e-01
-1.4360000000e+00,1.6497501249e-01
-1.4320000000e+00,1.6624278397e-01
-1.4280000000e+00,1.6751962618e-01
-1.4240000000e+00,1.6880559083e-01
-1.4200000000e+00,1.7010072962e-01
-1.4160000000e+00,1.7140509428e-01
-1.4120000000e+00,1.7271873656e-01
-1.4080000000e+00,1.7404170821e-01
-1.4040000000e+00,1.7537406098e-01
-1.4000000000e+00,1.7671584663e-01
-1.3960000000e+00,1.7806711688e-01
-1.3920000000e+00,1.7942792344e-01
-1.3880000000e+00,1.8079831800e-01
-1.3840000000e+00,1.8217835220e-01
-1.3800000000e+00,1.8356807764e-01
-1.3760000000e+00,1.8496754586e-01
-1.3720000000e+00,1.8637680836e-01
-1.3680000000e+00,1.8779591655e-01
-1.3640000000e+00,1.8922492177e-01
-1.3600000000e+00,1.9066387527e-01
-1.3560000000e+00,1.9211282821e-01
-1.3520000000e+00,1.9357183164e-01
-1.3480000000e+00,1.9504093650e-01
-1.3440000000e+00,1.9652019361e-01
-1.3400000000e+00,1.9800965364e-01
-1.3360000000e+00,1.9950936714e-01
-1.3320000000e+00,2.0101938449e-01
-1.3280000000e+00,2.0253975591e-01
-1.3240000000e+00,2.0407053146e-01
-1.3200000000e+00,2.0561176098e-01
-1.3160000000e+00,2.0716349416e-01
-1.3120000000e+00,2.0872578046e-01
-1.3080000000e+00,2.1029866910e-01
-1.3040000000e+00,2.1188220913e-01
-1.3000000000e+00,2.1347644929e-01
-1.2960000000e+00,2.1508143812e-01
-1.2920000000e+00,2.1669722386e-01
-1.2880000000e+00,2.1832385451e-01
-1.2840000000e+00,2.1996137773e-01
-1.2800000000e+00,2.2160984092e-01
-1.2760000000e+00,2.2326929114e-01
-1.2720000000e+00,2.2493977514e-01
-1.2680000000e+00,2.2662133930e-01
-1.2640000000e+00,2.2831402966e-01
-1.2600000000e+00,2.3001789190e-01
-1.2560000000e+00,2.3173297129e-01
-1.2520000000e+00,2.3345931271e-01
-1.2480000000e+00,2.3519696065e-01
-1.2440000000e+00,2.3694595913e-01
-1.2400000000e+00,2.3870635176e-01
-1.2360000000e+00,2.4047818166e-01
-1.2320000000e+00,2.4226149151e-01
-1.2280000000e+00,2.4405632347e-01
-1.2240000000e+00,2.4586271919e-01
-1.2200000000e+00,2.4768071983e-01
-1.2160000000e+00,2.4951036598e-01
-1.2120000000e+00,2.5135169767e-01
-1.2080000000e+00,2.5320475438e-01
-1.2040000000e+00,2.5506957498e-01
-1.2000000000e+00,2.5694619773e-01
-1.1960000000e+00,2.5883466027e-01
-1.1920000000e+00,2.6073499958e-01
-1.1880000000e+00,2.6264725200e-01
-1.1840000000e+00,2.6457145316e-01
-1.1800000000e+00,2.6650763801e-01
-1.1760000000e+00,2.6845584077e-01
-1.1720000000e+00,2.7041609491e-01
-1.1680000000e+00,2.7238843315e-01
-1.1640000000e+00,2.7437288743e-01
-1.1600000000e+00,2.7636948888e-01
-1.1560000000e+00,2.7837826782e-01
-1.1520000000e+00,2.8039925372e-01
-1.1480000000e+00,2.8243247519e-01
-1.1440000000e+00,2.8447795995e-01
-1.1400000000e+00,2.8653573482e-01
-1.1360000000e+00,2.8860582569e-01
-1.1320000000e+00,2.9068825750e-01
-1.1280000000e+00,2.9278305421e-01
-1.1240000000e+00,2.9489023880e-01
-1.1200000000e+00,2.9700983322e-01
-1.1160000000e+00,2.9914185838e-01
-1.1120000000e+00,3.0128633413e-01
-1.1080000000e+00,3.0344327924e-01
-1.1040000000e+00,3.0561271133e-01
-1.1000000000e+00,3.0779464694e-01
-1.0960000000e+00,3.0998910140e-01
-1.0920000000e+00,3.1219608890e-01
-1.0880000000e+00,3.1441562237e-01
-1.0840000000e+00,3.1664771355e-01
-1.0800000000e+00,3.1889237289e-01
-1.0760000000e+00,3.2114960958e-01
-1.0720000000e+00,3.2341943148e-01
-1.0680000000e+00,3.2570184511e-01
-1.0640000000e+00,3.2799685564e-01
-1.0600000000e+00,3.3030446685e-01
-1.0560000000e+00,3.3262468109e-01
-1.0520000000e+00,3.3495749929e-01
-1.0480000000e+00,3.3730292088e-01
-1.0440000000e+00,3.3966094383e-01
-1.0400000000e+00,3.4203156455e-01
-1.0360000000e+00,3.4441477791e-01
-1.0320000000e+00,3.4681057723e-01
-1.0280000000e+00,3.4921895417e-01
-1.0240000000e+00,3.5163989881e-01
-1.0200000000e+00,3.5407339952e-01
-1.0160000000e+00,3.5651944300e-01
-1.0120000000e+00,3.5897801425e-01
-1.0080000000e+00,3.6144909648e-01
-1.0040000000e+00,3.6393267116e-01
-1.0000000000e+00,3.6642871793e-01
-9.9600000000e-01,3.6893721461e-01
-9.9200000000e-01,3.7145813716e-01
-9.8800000000e-01,3.7399145963e-01
-9.8400000000e-01,3.7653715417e-01
-9.8000000000e-01,3.7909519096e-01
-9.7600000000e-01,3.8166553822e-01
-9.7200000000e-01,3.8424816215e-01
-9.6800000000e-01,3.8684302692e-01
-9.6400000000e-01,3.8945009462e-01
-9.6000000000e-01,3.9206932526e-01
-9.5600000000e-01,3.9470067672e-01
-9.5200000000e-01,3.9734410472e-01
-9.4800000000e-01,3.9999956281e-01
-9.4400000000e-01,4.0266700230e-01
-9.4000000000e-01,4.0534637229e-01
-9.3600000000e-01,4.0803761959e-01
-9.3200000000e-01,4.1074068873e-01
-9.2800000000e-01,4.1345552188e-01
-9.2400000000e-01,4.1618205890e-01
-9.2000000000e-01,4.1892023721e-01
-9.1600000000e-01,4.2166999186e-01
-9.1200000000e-01,4.2443125545e-01
-9.0800000000e-01,4.2720395809e-01
-9.0400000000e-01,4.2998802741e-01
-9.0000000000e-01,4.3278338852e-01
-8.9600000000e-01,4.3558996397e-01
-8.9200000000e-01,4.3840767372e-01
-8.8800000000e-01,4.4123643516e-01
-8.8400000000e-01,4.4407616300e-01
-8.8000000000e-01,4.4692676933e-01
-8.7600000000e-01,4.4978816353e-01
-8.7200000000e-01,4.5266025230e-01
-8.6800000000e-01,4.5554293957e-01
-8.6400000000e-01,4.5843612655e-01
-8.6000000000e-01,4.6133971162e-01
-8.5600000000e-01,4.6425359040e-01
-8.5200000000e-01,4.6717765565e-01
-8.4800000000e-01,4.7011179727e-01
-8.4400000000e-01,4.7305590232e-01
-8.4000000000e-01,4.7600985493e-01
-8.3600000000e-01,4.7897353631e-01
-8.3200000000e-01,4.8194682476e-01
-8.2800000000e-01,4.8492959559e-01
-8.2400000000e-01,4.8792172114e-01
-8.2000000000e-01,4.9092307076e-01
-8.1600000000e-01,4.9393351076e-01
-8.1200000000e-01,4.9695290445e-01
-8.0800000000e-01,4.9998111206e-01
-8.0400000000e-01,5.0301799076e-01
-8.0000000000e-01,5.0606339464e-01
-7.9600000000e-01,5.0911717469e-01
-7.9200000000e-01,5.1217917879e-01
-7.8800000000e-01,5.1524925171e-01
-7.8400000000e-01,5.1832723505e-01
-7.8000000000e-01,5.2141296729e-01
-7.7600000000e-01,5.2450628375e-01
-7.7200000000e-01,5.2760701657e-01
-7.6800000000e-01,5.3071499472e-01
-7.6400000000e-01,5.3383004399e-01
-7.6000000000e-01,5.3695198697e-01
-7.5600000000e-01,5.4008064308e-01
-7.5200000000e-01,5.4321582850e-01
-7.4800000000e-01,5.4635735625e-01
-7.4400000000e-01,5.4950503611e-01
-7.4000000000e-01,5.5265867467e-01
-7.3600000000e-01,5.5581807532e-01
-7.3200000000e-01,5.5898303822e-01
-7.2800000000e-01,5.6215336036e-01
-7.2400000000e-01,5.6532883551e-01
-7.2000000000e-01,5.6850925424e-01
-7.1600000000e-01,5.7169440395e-01
-7.1200000000e-01,5.7488406885e-01
-7.0800000000e-01,5.7807802997e-01
-7.0400000000e-01,5.8127606520e-01
-7.0000000000e-01,5.8447794926e-01
-6.9600000000e-01,5.8768345373e-01
-6.9200000000e-01,5.9089234709e-01
-6.8800000000e-01,5.9410439468e-01
-6.8400000000e-01,5.9731935877e-01
-6.8000000000e-01,6.0053699855e-01
-6.7600000000e-01,6.0375707017e-01
-6.7200000000e-01,6.0697932672e-01
-6.6800000000e-01,6.1020351830e-01
-6.6400000000e-01,6.1342939203e-01
-6.6000000000e-01,6.1665669206e-01
-6.5600000000e-01,6.1988515962e-01
-6.5200000000e-01,6.2311453302e-01
-6.4800000000e-01,6.2634454772e-01
-6.4400000000e-01,6.2957493633e-01
-6.4000000000e-01,6.3280542865e-01
-6.3600000000e-01,6.3603575171e-01
-6.3200000000e-01,6.3926562982e-01
-6.2800000000e-01,6.4249478458e-01
-6.2400000000e-01,6.4572293495e-01
-6.2000000000e-01,6.4894979725e-01
-6.1600000000e-01,6.5217508527e-01
-6.1200000000e-01,6.5539851024e-01
-6.0800000000e-01,6.5861978094e-01
-6.0400000000e-01,6.6183860369e-01
-6.0000000000e-01,6.6505468246e-01
-5.9600000000e-01,6.6826771887e-01
-5.9200000000e-01,6.7147741230e-01
-5.8800000000e-01,6.7468345986e-01
-5.8400000000e-01,6.7788555653e-01
-5.8000000000e-01,6.8108339519e-01
-5.7600000000e-01,6.8427666666e-01
-5.7200000000e-01,6.8746505977e-01
-5.6800000000e-01,6.9064826144e-01
-5.6400000000e-01,6.9382595675e-01
-5.6000000000e-01,6.9699782897e-01
-5.5600000000e-01,7.0016355963e-01
-5.5200000000e-01,7.0332282866e-01
-5.4800000000e-01,7.0647531435e-01
-5.4400000000e-01,7.0962069352e-01
-5.4000000000e-01,7.1275864153e-01
-5.3600000000e-01,7.1588883241e-01
-5.3200000000e-01,7.1901093886e-01
-5.2800000000e-01,7.2212463242e-01
-5.2400000000e-01,7.2522958347e-01
-5.2000000000e-01,7.2832546135e-01
-5.1600000000e-01,7.3141193447e-01
-5.1200000000e-01,7.3448867030e-01
-5.0800000000e-01,7.3755533557e-01
-5.0400000000e-01,7.4061159627e-01
-5.0000000000e-01,7.4365711777e-01
-4.9600000000e-01,7.4669156492e-01
-4.9200000000e-01,7.4971460212e-01
-4.8800000000e-01,7.5272589340e-01
-4.8400000000e-01,7.5572510256e-01
-4.8000000000e-01,7.5871189319e-01
-4.7600000000e-01,7.6168592884e-01
-4.7200000000e-01,7.6464687307e-01
-4.6800000000e-01,7.6759438953e-01
-4.6400000000e-01,7.7052814211e-01
-4.6000000000e-01,7.7344779500e-01
-4.5600000000e-01,7.7635301279e-01
-4.5200000000e-01,7.7924346057e-01
-4.4800000000e-01,7.8211880404e-01
-4.4400000000e-01,7.8497870961e-01
-4.4000000000e-01,7.8782284447e-01
-4.3600000000e-01,7.9065087673e-01
-4.3200000000e-01,7.9346247550e-01
-4.2800000000e-01,7.9625731100e-01
-4.2400000000e-01,7.9903505466e-01
-4.2000000000e-01,8.0179537919e-01
-4.1600000000e-01,8.0453795876e-01
-4.1200000000e-01,8.0726246902e-01
-4.0800000000e-01,8.0996858724e-01
-4.0400000000e-01,8.1265599241e-01
-4.0000000000e-01,8.1532436536e-01
-3.9600000000e-01,8.1797338882e-01
-3.9200000000e-01,8.2060274755e-01
-3.8800000000e-01,8.2321212844e-01
-3.8400000000e-01,8.2580122062e-01
-3.8000000000e-01,8.2836971552e-01
-3.7600000000e-01,8.3091730702e-01
-3.7200000000e-01,8.3344369153e-01
-3.6800000000e-01,8.3594856809e-01
-3.6400000000e-01,8.3843163847e-01
-3.6000000000e-01,8.4089260724e-01
-3.5600000000e-01,8.4333118194e-01
-3.5200000000e-01,8.4574707310e-01
-3.4800000000e-01,8.4813999438e-01
-3.4400000000e-01,8.5050966263e-01
-3.4000000000e-01,8.5285579803e-01
-3.3600000000e-01,8.5517812415e-01
-3.3200000000e-01,8.5747636804e-01
-3.2800000000e-01,8.5975026036e-01
-3.2400000000e-01,8.6199953540e-01
-3.2000000000e-01,8.6422393123e-01
-3.1600000000e-01,8.6642318977e-01
-3.1200000000e-01,8.6859705684e-01
-3.0800000000e-01,8.7074528231e-01
-3.0400000000e-01,8.7286762012e-01
-3.0000000000e-01,8.7496382839e-01
-2.9600000000e-01,8.7703366949e-01
-2.9200000000e-01,8.7907691013e-01
-2.8800000000e-01,8.8109332142e-01
-2.8400000000e-01,8.8308267896e-01
-2.8000000000e-01,8.8504476289e-01
-2.7600000000e-01,8.8697935798e-01
-2.7200000000e-01,8.8888625367e-01
-2.6800000000e-01,8.9076524418e-01
-2.6400000000e-01,8.9261612854e-01
-2.6000000000e-01,8.9443871066e-01
-2.5600000000e-01,8.9623279939e-01
-2.5200000000e-01,8.9799820858e-01
-2.4800000000e-01,8.9973475714e-01
-2.4400000000e-01,9.0144226906e-01
-2.4000000000e-01,9.0312057352e-01
-2.3600000000e-01,9.0476950490e-01
-2.3200000000e-01,9.0638890281e-01
-2.2800000000e-01,9.0797861218e-01
-2.2400000000e-01,9.0953848328e-01
-2.2000000000e-01,9.1106837174e-01
-2.1600000000e-01,9.1256813861e-01
-2.1200000000e-01,9.1403765039e-01
-2.0800000000e-01,9.1547677908e-01
-2.0400000000e-01,9.1688540215e-01
-2.0000000000e-01,9.1826340265e-01
-1.9600000000e-01,9.1961066916e-01
-1.9200000000e-01,9.2092709587e-01
-1.8800000000e-01,9.2221258254e-01
-1.8400000000e-01,9.2346703459e-01
-1.8000000000e-01,9.2469036305e-01
-1.7600000000e-01,9.2588248460e-01
-1.7200000000e-01,9.2704332159e-01
-1.6800000000e-01,9.2817280203e-01
-1.6400000000e-01,9.2927085960e-01
-1.6000000000e-01,9.3033743363e-01
-1.5600000000e-01,9.3137246916e-01
-1.5200000000e-01,9.3237591686e-01
-1.4800000000e-01,9.3334773310e-01
-1.4400000000e-01,9.3428787988e-01
-1.4000000000e-01,9.3519632486e-01
-1.3600000000e-01,9.3607304132e-01
-1.3200000000e-01,9.3691800816e-01
-1.2800000000e-01,9.3773120991e-01
-1.2400000000e-01,9.3851263664e-01
-1.2000000000e-01,9.3926228401e-01
-1.1600000000e-01,9.3998015320e-01
-1.1200000000e-01,9.4066625092e-01
-1.0800000000e-01,9.4132058935e-01
-1.0400000000e-01,9.4194318611e-01
-1.0000000000e-01,9.4253406426e-01
-9.6000000000e-02,9.4309325223e-01
-9.2000000000e-02,9.4362078381e-01
-8.8000000000e-02,9.4411669807e-01
-8.4000000000e-02,9.4458103938e-01
-8.0000000000e-02,9.4501385731e-01
-7.6000000000e-02,9.4541520663e-01
-7.2000000000e-02,9.4578514722e-01
-6.8000000000e-02,9.4612374407e-01
-6.4000000000e-02,9.4643106717e-01
-6.0000000000e-02,9.4670719153e-01
-5.6000000000e-02,9.4695219705e-01
-5.2000000000e-02,9.4716616854e-01
-4.8000000000e-02,9.4734919559e-01
-4.4000000000e-02,9.4750137257e-01
-4.0000000000e-02,9.4762279854e-01
-3.6000000000e-02,9.4771357720e-01
-3.2000000000e-02,9.4777381682e-01
-2.8000000000e-02,9.4780363018e-01
-2.4000000000e-02,9.4780313449e-01
-2.0000000000e-02,9.4777245136e-01
-1.6000000000e-02,9.4771170670e-01
-1.2000000000e-02,9.4762103064e-01
-8.0000000000e-03,9.4750055752e-01
-4.0000000000e-03,9.4735042574e-01
0.0000000000e+00,9.4717077774e-01
4.0000000000e-03,9.4696175992e-01
8.0000000000e-03,9.4672352256e-01
1.2000000000e-02,9.4645621973e-01
1.6000000000e-02,9.4616000925e-01
2.0000000000e-02,9.4583505258e-01
2.4000000000e-02,9.4548151475e-01
2.8000000000e-02,9.4509956431e-01
3.2000000000e-02,9.4468937321e-01
3.6000000000e-02,9.4425111675e-01
4.0000000000e-02,9.4378497352e-01
4.4000000000e-02,9.4329112524e-01
4.8000000000e-02,9.4276975679e-01
5.2000000000e-02,9.4222105603e-01
5.6000000000e-02,9.4164521380e-01
6.0000000000e-02,9.4104242378e-01
6.4000000000e-02,9.4041288245e-01
6.8000000000e-02,9.3975678898e-01
7.2000000000e-02,9.3907434517e-01
7.6000000000e-02,9.3836575537e-01
8.0000000000e-02,9.3763122636e-01
8.4000000000e-02,9.3687096733e-01
8.8000000000e-02,9.3608518977e-01
9.2000000000e-02,9.3527410737e-01
9.6000000000e-02,9.3443793597e-01
1.0000000000e-01,9.3357689346e-01
1.0400000000e-01,9.3269119973e-01
1.0800000000e-01,9.3178107656e-01
1.1200000000e-01,9.3084674753e-01
1.1600000000e-01,9.2988843800e-01
1.2000000000e-01,9.2890637497e-01
1.2400000000e-01,9.2790078703e-01
1.2800000000e-01,9.2687190428e-01
1.3200000000e-01,9.2581995827e-01
1.3600000000e-01,9.2474518188e-01
1.4000000000e-01,9.2364780929e-01
1.4400000000e-01,9.2252807588e-01
1.4800000000e-01,9.2138621816e-01
1.5200000000e-01,9.2022247371e-01
1.5600000000e-01,9.1903708108e-01
1.6000000000e-01,9.1783027976e-01
1.6400000000e-01,9.1660231005e-01
1.6800000000e-01,9.1535341305e-01
1.7200000000e-01,9.1408383054e-01
1.7600000000e-01,9.1279380496e-01
1.8000000000e-01,9.1148357929e-01
1.8400000000e-01,9.1015339703e-01
1.8800000000e-01,9.0880350210e-01
1.9200000000e-01,9.0743413878e-01
1.9600000000e-01,9.0604555168e-01
2.0000000000e-01,9.0463798562e-01
2.0400000000e-01,9.0321168561e-01
2.0800000000e-01,9.0176689678e-01
2.1200000000e-01,9.0030386430e-01
2.1600000000e-01,8.9882283335e-01
2.2000000000e-01,8.9732404904e-01
2.2400000000e-01,8.9580775635e-01
2.2800000000e-01,8.9427420010e-01
2.3200000000e-01,8.9272362486e-01
2.3600000000e-01,8.9115627492e-01
2.4000000000e-01,8.8957239423e-01
2.4400000000e-01,8.8797222634e-01
2.4800000000e-01,8.8635601437e-01
2.5200000000e-01,8.8472400092e-01
2.5600000000e-01,8.8307642806e-01
2.6000000000e-01,8.8141353727e-01
2.6400000000e-01,8.7973556938e-01
2.6800000000e-01,8.7804276454e-01
2.7200000000e-01,8.7633536218e-01
2.7600000000e-01,8.7461360093e-01
2.8000000000e-01,8.7287771861e-01
2.8400000000e-01,8.7112795220e-01
2.8800000000e-01,8.6936453775e-01
2.9200000000e-01,8.6758771039e-01
2.9600000000e-01,8.6579770427e-01
3.0000000000e-01,8.6399475251e-01
3.0400000000e-01,8.6217908719e-01
3.0800000000e-01,8.6035093930e-01
3.1200000000e-01,8.5851053869e-01
3.1600000000e-01,8.5665811408e-01
3.2000000000e-01,8.5479389298e-01
3.2400000000e-01,8.5291810169e-01
3.2800000000e-01,8.5103096525e-01
3.3200000000e-01,8.4913270743e-01
3.3600000000e-01,8.4722355069e-01
3.4000000000e-01,8.4530371615e-01
3.4400000000e-01,8.4337342356e-01
3.4800000000e-01,8.4143289128e-01
3.5200000000e-01,8.3948233628e-01
3.5600000000e-01,8.3752197408e-01
3.6000000000e-01,8.3555201872e-01
3.6400000000e-01,8.3357268280e-01
3.6800000000e-01,8.3158417737e-01
3.7200000000e-01,8.2958671200e-01
3.7600000000e-01,8.2758049468e-01
3.8000000000e-01,8.2556573188e-01
3.8400000000e-01,8.2354262847e-01
3.8800000000e-01,8.2151138772e-01
3.9200000000e-01,8.1947221129e-01
3.9600000000e-01,8.1742529925e-01
4.0000000000e-01,8.1537084998e-01
4.0400000000e-01,8.1330906024e-01
4.0800000000e-01,8.1124012511e-01
4.1200000000e-01,8.0916423802e-01
4.1600000000e-01,8.0708159068e-01
4.2000000000e-01,8.0499237311e-01
4.2400000000e-01,8.0289677364e-01
4.2800000000e-01,8.0079497886e-01
4.3200000000e-01,7.9868717365e-01
4.3600000000e-01,7.9657354115e-01
4.4000000000e-01,7.9445426277e-01
4.4400000000e-01,7.9232951816e-01
4.4800000000e-01,7.9019948525e-01
4.5200000000e-01,7.8806434017e-01
4.5600000000e-01,7.8592425733e-01
4.6000000000e-01,7.8377940936e-01
4.6400000000e-01,7.8162996711e-01
4.6800000000e-01,7.7947609970e-01
4.7200000000e-01,7.7731797443e-01
4.7600000000e-01,7.7515575686e-01
4.8000000000e-01,7.7298961078e-01
4.8400000000e-01,7.7081969819e-01
4.8800000000e-01,7.6864617932e-01
4.9200000000e-01,7.6646921264e-01
4.9600000000e-01,7.6428895484e-01
5.0000000000e-01,7.6210556084e-01
5.0400000000e-01,7.5991918380e-01
5.0800000000e-01,7.5772997510e-01
5.1200000000e-01,7.5553808437e-01
5.1600000000e-01,7.5334365950e-01
5.2000000000e-01,7.5114684659e-01
5.2400000000e-01,7.4894779002e-01
5.2800000000e-01,7.4674663240e-01
5.3200000000e-01,7.4454351463e-01
5.3600000000e-01,7.4233857585e-01
5.4000000000e-01,7.4013195349e-01
5.4400000000e-01,7.3792378324e-01
5.4800000000e-01,7.3571419908e-01
5.5200000000e-01,7.3350333330e-01
5.5600000000e-01,7.3129131646e-01
5.6000000000e-01,7.2907827744e-01
5.6400000000e-01,7.2686434344e-01
5.6800000000e-01,7.2464963996e-01
5.7200000000e-01,7.2243429085e-01
5.7600000000e-01,7.2021841829e-01
5.8000000000e-01,7.1800214280e-01
5.8400000000e-01,7.1578558328e-01
5.8800000000e-01,7.1356885696e-01
5.9200000000e-01,7.1135207948e-01
5.9600000000e-01,7.0913536484e-01
6.0000000000e-01,7.0691882544e-01
6.0400000000e-01,7.0470257208e-01
6.0800000000e-01,7.0248671400e-01
6.1200000000e-01,7.0027135883e-01
6.1600000000e-01,6.9805661265e-01
6.2000000000e-01,6.9584258000e-01
6.2400000000e-01,6.9362936386e-01
6.2800000000e-01,6.9141706569e-01
6.3200000000e-01,6.8920578541e-01
6.3600000000e-01,6.8699562146e-01
6.4000000000e-01,6.8478667076e-01
6.4400000000e-01,6.8257902875e-01
6.4800000000e-01,6.8037278940e-01
6.5200000000e-01,6.7816804523e-01
6.5600000000e-01,6.7596488727e-01
6.6000000000e-01,6.7376340515e-01
6.6400000000e-01,6.7156368706e-01
6.6800000000e-01,6.6936581978e-01
6.7200000000e-01,6.6716988867e-01
6.7600000000e-01,6.6497597773e-01
6.8000000000e-01,6.6278416956e-01
