N,residual
-2.3720000000e+00,-3.1346480966e-11
-2.3680000000e+00,-3.1818547797e-11
-2.3640000000e+00,-3.1194713479e-11
-2.3600000000e+00,-3.1764368913e-11
-2.3560000000e+00,-3.1496139030e-11
-2.3520000000e+00,-3.1996627570e-11
-2.3480000000e+00,-3.1689539881e-11
-2.3440000000e+00,-3.1272318068e-11
-2.3400000000e+00,-3.1442071169e-11
-2.3360000000e+00,-3.1759039842e-11
-2.3320000000e+00,-3.1556424140e-11
-2.3280000000e+00,-3.1759039842e-11
-2.3240000000e+00,-3.1699753933e-11
-2.3200000000e+00,-3.1393554423e-11
-2.3160000000e+00,-3.1537883416e-11
-2.3120000000e+00,-3.1465940964e-11
-2.3080000000e+00,-3.1647462428e-11
-2.3040000000e+00,-3.1188274185e-11
-2.3000000000e+00,-3.1694646907e-11
-2.2960000000e+00,-3.1590619010e-11
-2.2920000000e+00,-3.1573299530e-11
-2.2880000000e+00,-3.1202929129e-11
-2.2840000000e+00,-3.1859404004e-11
-2.2800000000e+00,-3.1510682952e-11
-2.2760000000e+00,-3.1536662171e-11
-2.2720000000e+00,-3.1270541712e-11
-2.2680000000e+00,-3.1636471221e-11
-2.2640000000e+00,-3.1285862789e-11
-2.2600000000e+00,-3.1597613415e-11
-2.2560000000e+00,-3.1222802122e-11
-2.2520000000e+00,-3.1540658973e-11
-2.2480000000e+00,-3.1429969738e-11
-2.2440000000e+00,-3.1814884061e-11
-2.2400000000e+00,-3.1573521575e-11
-2.2360000000e+00,-3.1631031128e-11
-2.2320000000e+00,-3.1092572961e-11
-2.2280000000e+00,-3.1565416947e-11
-2.2240000000e+00,-3.1472602302e-11
-2.2200000000e+00,-3.1965985414e-11
-2.2160000000e+00,-3.1242231024e-11
-2.2120000000e+00,-3.1817437574e-11
-2.2080000000e+00,-3.1205482642e-11
-2.2040000000e+00,-3.1467717321e-11
-2.2000000000e+00,-3.1482594309e-11
-2.1960000000e+00,-3.1492475294e-11
-2.1920000000e+00,-3.1512681353e-11
-2.1880000000e+00,-3.1330826822e-11
-2.1840000000e+00,-3.1416647062e-11
-2.1800000000e+00,-3.1558089475e-11
-2.1760000000e+00,-3.1315394722e-11
-2.1720000000e+00,-3.1613045515e-11
-2.1680000000e+00,-3.1329494554e-11
-2.1640000000e+00,-3.1389557620e-11
-2.1600000000e+00,-3.1353142305e-11
-2.1560000000e+00,-3.1690317037e-11
-2.1520000000e+00,-3.1279201451e-11
-2.1480000000e+00,-3.1271985002e-11
-2.1440000000e+00,-3.1228575281e-11
-2.1400000000e+00,-3.1619373786e-11
-2.1360000000e+00,-3.1322500149e-11
-2.1320000000e+00,-3.1716851367e-11
-2.1280000000e+00,-3.1453839533e-11
-2.1240000000e+00,-3.1684987967e-11
-2.1200000000e+00,-3.1516123045e-11
-2.1160000000e+00,-3.1644353804e-11
-2.1120000000e+00,-3.1175506621e-11
-2.1080000000e+00,-3.1716185234e-11
-2.1040000000e+00,-3.1235014575e-11
-2.1000000000e+00,-3.1565972058e-11
-2.0960000000e+00,-3.1360136710e-11
-2.0920000000e+00,-3.1541658174e-11
-2.0880000000e+00,-3.0989655286e-11
-2.0840000000e+00,-3.1764479935e-11
-2.0800000000e+00,-3.1381008903e-11
-2.0760000000e+00,-3.1672886536e-11
-2.0720000000e+00,-3.1290858793e-11
-2.0680000000e+00,-3.1387115129e-11
-2.0640000000e+00,-3.1521563137e-11
-2.0600000000e+00,-3.1482483287e-11
-2.0560000000e+00,-3.1284863589e-11
-2.0520000000e+00,-3.1398106337e-11
-2.0480000000e+00,-3.1610158935e-11
-2.0440000000e+00,-3.1481595109e-11
-2.0400000000e+00,-3.1254443478e-11
-2.0360000000e+00,-3.1398439404e-11
-2.0320000000e+00,-3.1247116006e-11
-2.0280000000e+00,-3.1496916186e-11
-2.0240000000e+00,-3.1254332455e-11
-2.0200000000e+00,-3.1442848325e-11
-2.0160000000e+00,-3.1168956305e-11
-2.0120000000e+00,-3.1356806041e-11
-2.0080000000e+00,-3.1339264517e-11
-2.0040000000e+00,-3.1586400162e-11
-2.0000000000e+00,-3.1430746894e-11
-1.9960000000e+00,-3.1342373141e-11
-1.9920000000e+00,-3.1336599982e-11
-1.9880000000e+00,-3.1427749292e-11
-1.9840000000e+00,-3.1404434608e-11
-1.9800000000e+00,-3.1053604133e-11
-1.9760000000e+00,-3.1299740577e-11
-1.9720000000e+00,-3.1249003385e-11
-1.9680000000e+00,-3.1143754242e-11
-1.9640000000e+00,-3.1453062377e-11
-1.9600000000e+00,-3.1283420299e-11
-1.9560000000e+00,-3.1331270911e-11
-1.9520000000e+00,-3.1384561616e-11
-1.9480000000e+00,-3.1458280425e-11
-1.9440000000e+00,-3.1113001064e-11
-1.9400000000e+00,-3.1272540113e-11
-1.9360000000e+00,-3.1498137432e-11
-1.9320000000e+00,-3.1121993871e-11
-1.9280000000e+00,-3.1296298886e-11
-1.9240000000e+00,-3.1353919461e-11
-1.9200000000e+00,-3.1310176674e-11
-1.9160000000e+00,-3.1406766077e-11
-1.9120000000e+00,-3.1431968139e-11
-1.9080000000e+00,-3.1400770872e-11
-1.9040000000e+00,-3.1100455544e-11
-1.9000000000e+00,-3.1455837934e-11
-1.8960000000e+00,-3.1117664001e-11
-1.8920000000e+00,-3.1237790132e-11
-1.8880000000e+00,-3.1149083313e-11
-1.8840000000e+00,-3.1321278904e-11
-1.8800000000e+00,-3.1314617566e-11
-1.8760000000e+00,-3.1144420376e-11
-1.8720000000e+00,-3.1280422697e-11
-1.8680000000e+00,-3.1282532120e-11
-1.8640000000e+00,-3.1166069725e-11
-1.8600000000e+00,-3.1400437805e-11
-1.8560000000e+00,-3.1318836413e-11
-1.8520000000e+00,-3.1163960301e-11
-1.8480000000e+00,-3.1404878698e-11
-1.8440000000e+00,-3.1374791654e-11
-1.8400000000e+00,-3.1089020247e-11
-1.8360000000e+00,-3.1471714124e-11
-1.8320000000e+00,-3.1400992917e-11
-1.8280000000e+00,-3.1346591989e-11
-1.8240000000e+00,-3.1096125674e-11
-1.8200000000e+00,-3.1347036078e-11
-1.8160000000e+00,-3.1204816509e-11
-1.8120000000e+00,-3.1366242936e-11
-1.8080000000e+00,-3.1164182346e-11
-1.8040000000e+00,-3.1068703166e-11
-1.8000000000e+00,-3.1322167082e-11
-1.7960000000e+00,-3.1484481688e-11
-1.7920000000e+00,-3.1116220711e-11
-1.7880000000e+00,-3.0914160121e-11
-1.7840000000e+00,-3.1348368346e-11
-1.7800000000e+00,-3.1296965020e-11
-1.7760000000e+00,-3.1457059180e-11
-1.7720000000e+00,-3.1161184744e-11
-1.7680000000e+00,-3.1106783815e-11
-1.7640000000e+00,-3.1308511339e-11
-1.7600000000e+00,-3.1326941041e-11
-1.7560000000e+00,-3.1177060933e-11
-1.7520000000e+00,-3.1328273309e-11
-1.7480000000e+00,-3.0886737612e-11
-1.7440000000e+00,-3.1230684705e-11
-1.7400000000e+00,-3.1239233422e-11
-1.7360000000e+00,-3.1381119925e-11
-1.7320000000e+00,-3.0990210398e-11
-1.7280000000e+00,-3.1217362029e-11
-1.7240000000e+00,-3.1169067327e-11
-1.7200000000e+00,-3.1314062454e-11
-1.7160000000e+00,-3.0985880528e-11
-1.7120000000e+00,-3.1109004262e-11
-1.7080000000e+00,-3.1015634505e-11
-1.7040000000e+00,-3.1403546430e-11
-1.7000000000e+00,-3.0923152927e-11
-1.6960000000e+00,-3.1181057736e-11
-1.6920000000e+00,-3.1282754165e-11
-1.6880000000e+00,-3.1470270834e-11
-1.6840000000e+00,-3.1077140861e-11
-1.6800000000e+00,-3.1254554500e-11
-1.6760000000e+00,-3.1108671195e-11
-1.6720000000e+00,-3.1335600781e-11
-1.6680000000e+00,-3.0814462093e-11
-1.6640000000e+00,-3.1150859670e-11
-1.6600000000e+00,-3.1223579278e-11
-1.6560000000e+00,-3.1274649537e-11
-1.6520000000e+00,-3.1092017849e-11
-1.6480000000e+00,-3.1144753443e-11
-1.6440000000e+00,-3.1220803720e-11
-1.6400000000e+00,-3.1335156692e-11
-1.6360000000e+00,-3.1275426693e-11
-1.6320000000e+00,-3.1056268668e-11
-1.6280000000e+00,-3.0920044303e-11
-1.6240000000e+00,-3.1109448351e-11
-1.6200000000e+00,-3.1184388405e-11
-1.6160000000e+00,-3.1159852476e-11
-1.6120000000e+00,-3.1050828575e-11
-1.6080000000e+00,-3.1099345321e-11
-1.6040000000e+00,-3.1320723792e-11
-1.6000000000e+00,-3.1275204648e-11
-1.5960000000e+00,-3.1204816509e-11
-1.5920000000e+00,-3.1124547384e-11
-1.5880000000e+00,-3.0822011610e-11
-1.5840000000e+00,-3.1221358832e-11
-1.5800000000e+00,-3.0974001142e-11
-1.5760000000e+00,-3.1003422052e-11
-1.5720000000e+00,-3.1097902031e-11
-1.5680000000e+00,-3.1272096024e-11
-1.5640000000e+00,-3.1086244690e-11
-1.5600000000e+00,-3.0782709715e-11
-1.5560000000e+00,-3.1058267069e-11
-1.5520000000e+00,-3.1246116805e-11
-1.5480000000e+00,-3.1133540190e-11
-1.5440000000e+00,-3.1189939520e-11
-1.5400000000e+00,-3.0748847912e-11
-1.5360000000e+00,-3.0961122555e-11
-1.5320000000e+00,-3.1160629632e-11
-1.5280000000e+00,-3.1361357955e-11
-1.5240000000e+00,-3.0896507575e-11
-1.5200000000e+00,-3.0917934879e-11
-1.5160000000e+00,-3.0985547461e-11
-1.5120000000e+00,-3.1114333332e-11
-1.5080000000e+00,-3.1092239894e-11
-1.5040000000e+00,-3.0933589024e-11
-1.5000000000e+00,-3.0881075475e-11
-1.4960000000e+00,-3.1176394799e-11
-1.4920000000e+00,-3.0925706440e-11
-1.4880000000e+00,-3.1280533719e-11
-1.4840000000e+00,-3.0891289526e-11
-1.4800000000e+00,-3.0909830251e-11
-1.4760000000e+00,-3.0896396552e-11
-1.4720000000e+00,-3.1093350117e-11
-1.4680000000e+00,-3.1060598538e-11
-1.4640000000e+00,-3.1268210243e-11
-1.4600000000e+00,-3.0821012409e-11
-1.4560000000e+00,-3.0871194490e-11
-1.4520000000e+00,-3.0978997145e-11
-1.4480000000e+00,-3.1386115928e-11
-1.4440000000e+00,-3.0743629864e-11
-1.4400000000e+00,-3.0885183300e-11
-1.4360000000e+00,-3.0916602611e-11
-1.4320000000e+00,-3.1079583351e-11
-1.4280000000e+00,-3.0934699247e-11
-1.4240000000e+00,-3.1179059334e-11
-1.4200000000e+00,-3.1144864465e-11
-1.4160000000e+00,-3.0847435717e-11
-1.4120000000e+00,-3.0983549060e-11
-1.4080000000e+00,-3.1113445154e-11
-1.4040000000e+00,-3.1024405267e-11
-1.4000000000e+00,-3.1186497829e-11
-1.3960000000e+00,-3.0932256756e-11
-1.3920000000e+00,-3.0958458019e-11
-1.3880000000e+00,-3.1053049021e-11
-1.3840000000e+00,-3.1230684705e-11
-1.3800000000e+00,-3.1051272664e-11
-1.3760000000e+00,-3.0984881327e-11
-1.3720000000e+00,-3.0818458896e-11
-1.3680000000e+00,-3.1022073799e-11
-1.3640000000e+00,-3.0928593020e-11
-1.3600000000e+00,-3.1007085788e-11
-1.3560000000e+00,-3.1045166438e-11
-1.3520000000e+00,-3.1057822980e-11
-1.3480000000e+00,-3.1060376493e-11
-1.3440000000e+00,-3.0839442111e-11
-1.3400000000e+00,-3.1092461938e-11
-1.3360000000e+00,-3.1152302959e-11
-1.3320000000e+00,-3.0806246443e-11
-1.3280000000e+00,-3.0978775101e-11
-1.3240000000e+00,-3.1002422851e-11
-1.3200000000e+00,-3.1119551380e-11
-1.3160000000e+00,-3.0890401348e-11
-1.3120000000e+00,-3.0784375049e-11
-1.3080000000e+00,-3.0816127428e-11
-1.3040000000e+00,-3.1000979561e-11
-1.3000000000e+00,-3.0898839043e-11
-1.2960000000e+00,-3.0979108168e-11
-1.2920000000e+00,-3.1029401271e-11
-1.2880000000e+00,-3.1064706363e-11
-1.2840000000e+00,-3.1099678388e-11
-1.2800000000e+00,-3.0921598615e-11
-1.2760000000e+00,-3.1000535472e-11
-1.2720000000e+00,-3.0896396552e-11
-1.2680000000e+00,-3.0851543542e-11
-1.2640000000e+00,-3.0880298318e-11
-1.2600000000e+00,-3.0997648892e-11
-1.2560000000e+00,-3.0764168990e-11
-1.2520000000e+00,-3.0876301516e-11
-1.2480000000e+00,-3.0894620195e-11
-1.2440000000e+00,-3.1060820582e-11
-1.2400000000e+00,-3.0935143336e-11
-1.2360000000e+00,-3.0987323818e-11
-1.2320000000e+00,-3.1004643297e-11
-1.2280000000e+00,-3.0774716109e-11
-1.2240000000e+00,-3.0766944548e-11
-1.2200000000e+00,-3.1223690300e-11
-1.2160000000e+00,-3.0795366257e-11
-1.2120000000e+00,-3.0861202482e-11
-1.2080000000e+00,-3.0981106569e-11
-1.2040000000e+00,-3.0942692852e-11
-1.2000000000e+00,-3.0760616276e-11
-1.1960000000e+00,-3.0904612203e-11
-1.1920000000e+00,-3.0934588224e-11
-1.1880000000e+00,-3.0865199285e-11
-1.1840000000e+00,-3.0711766463e-11
-1.1800000000e+00,-3.0943692053e-11
-1.1760000000e+00,-3.0666136297e-11
-1.1720000000e+00,-3.0803248841e-11
-1.1680000000e+00,-3.0687896668e-11
-1.1640000000e+00,-3.1017188817e-11
-1.1600000000e+00,-3.0896285530e-11
-1.1560000000e+00,-3.0794589101e-11
-1.1520000000e+00,-3.0727087541e-11
-1.1480000000e+00,-3.0935809470e-11
-1.1440000000e+00,-3.0753621871e-11
-1.1400000000e+00,-3.0877633783e-11
-1.1360000000e+00,-3.0640046056e-11
-1.1320000000e+00,-3.0737967727e-11
-1.1280000000e+00,-3.0731306389e-11
-1.1240000000e+00,-3.1089797403e-11
-1.1200000000e+00,-3.0691560404e-11
-1.1160000000e+00,-3.0915159321e-11
-1.1120000000e+00,-3.1093794206e-11
-1.1080000000e+00,-3.1014413260e-11
-1.1040000000e+00,-3.0464630818e-11
-1.1000000000e+00,-3.0596303269e-11
-1.0960000000e+00,-3.0741631463e-11
-1.0920000000e+00,-3.0915603411e-11
-1.0880000000e+00,-3.0678459773e-11
-1.0840000000e+00,-3.0726976519e-11
-1.0800000000e+00,-3.0621394309e-11
-1.0760000000e+00,-3.0830782372e-11
-1.0720000000e+00,-3.0915381366e-11
-1.0680000000e+00,-3.0662472561e-11
-1.0640000000e+00,-3.0769498061e-11
-1.0600000000e+00,-3.0795699324e-11
-1.0560000000e+00,-3.0756730496e-11
-1.0520000000e+00,-3.0893954062e-11
-1.0480000000e+00,-3.0540237006e-11
-1.0440000000e+00,-3.0847435717e-11
-1.0400000000e+00,-3.0693336761e-11
-1.0360000000e+00,-3.0547342433e-11
-1.0320000000e+00,-3.0651814420e-11
-1.0280000000e+00,-3.1021407665e-11
-1.0240000000e+00,-3.0534241802e-11
-1.0200000000e+00,-3.0568880760e-11
-1.0160000000e+00,-3.0685565200e-11
-1.0120000000e+00,-3.0898950065e-11
-1.0080000000e+00,-3.0996649691e-11
-1.0040000000e+00,-3.0765945347e-11
-1.0000000000e+00,-3.0676572393e-11
-9.9600000000e-01,-3.0742852708e-11
-9.9200000000e-01,-3.0525026951e-11
-9.8800000000e-01,-3.0719871091e-11
-9.8400000000e-01,-3.0659919048e-11
-9.8000000000e-01,-3.1042279858e-11
-9.7600000000e-01,-3.0745073154e-11
-9.7200000000e-01,-3.0692115516e-11
-9.6800000000e-01,-3.0670688211e-11
-9.6400000000e-01,-3.0923485994e-11
-9.6000000000e-01,-3.0555002972e-11
-9.5600000000e-01,-3.0717428601e-11
-9.5200000000e-01,-3.0743296797e-11
-9.4800000000e-01,-3.0874636181e-11
-9.4400000000e-01,-3.0444313737e-11
-9.4000000000e-01,-3.0603519718e-11
-9.3600000000e-01,-3.0684788044e-11
-9.3200000000e-01,-3.0703439791e-11
-9.2800000000e-01,-3.0673796836e-11
-9.2400000000e-01,-3.0610847190e-11
-9.2000000000e-01,-3.0528912731e-11
-9.1600000000e-01,-3.0898061887e-11
-9.1200000000e-01,-3.0368374482e-11
-9.0800000000e-01,-3.0318747513e-11
-9.0400000000e-01,-3.0764168990e-11
-9.0000000000e-01,-3.0810132223e-11
-8.9600000000e-01,-3.0697999698e-11
-8.9200000000e-01,-3.0670466167e-11
-8.8800000000e-01,-3.0741853507e-11
-8.8400000000e-01,-3.0699776055e-11
-8.8000000000e-01,-3.0331848144e-11
-8.7600000000e-01,-3.0561553288e-11
-8.7200000000e-01,-3.0722091537e-11
-8.6800000000e-01,-3.0828117836e-11
-8.6400000000e-01,-3.0439539778e-11
-8.6000000000e-01,-3.0707547616e-11
-8.5600000000e-01,-3.0737967727e-11
-8.5200000000e-01,-3.0772495663e-11
-8.4800000000e-01,-3.0826119435e-11
-8.4400000000e-01,-3.0458746636e-11
-8.4000000000e-01,-3.0821567520e-11
-8.3600000000e-01,-3.0793034789e-11
-8.3200000000e-01,-3.0387470318e-11
-8.2800000000e-01,-3.0756397429e-11
-8.2400000000e-01,-3.0550562080e-11
-8.2000000000e-01,-3.0921487593e-11
-8.1600000000e-01,-3.0519253791e-11
-8.1200000000e-01,-3.0496050130e-11
-8.0800000000e-01,-3.0411451135e-11
-8.0400000000e-01,-3.0734859102e-11
-8.0000000000e-01,-3.0571434273e-11
-7.9600000000e-01,-3.0618618752e-11
-7.9200000000e-01,-3.0435320930e-11
-7.8800000000e-01,-3.0719315980e-11
-7.8400000000e-01,-3.0575431076e-11
-7.8000000000e-01,-3.0700442188e-11
-7.7600000000e-01,-3.0654256911e-11
-7.7200000000e-01,-3.0678903862e-11
-7.6800000000e-01,-3.0789371053e-11
-7.6400000000e-01,-3.0545566077e-11
-7.6000000000e-01,-3.0643931836e-11
-7.5600000000e-01,-3.0644708993e-11
-7.5200000000e-01,-3.0789593097e-11
-7.4800000000e-01,-3.0639157877e-11
-7.4400000000e-01,-3.0662139494e-11
-7.4000000000e-01,-3.0419111674e-11
-7.3600000000e-01,-3.0833890996e-11
-7.3200000000e-01,-3.0784264027e-11
-7.2800000000e-01,-3.0284885710e-11
-7.2400000000e-01,-3.0487612435e-11
-7.2000000000e-01,-3.0724978117e-11
-7.1600000000e-01,-3.0556224218e-11
-7.1200000000e-01,-3.0451752231e-11
-7.0800000000e-01,-3.0652924643e-11
-7.0400000000e-01,-3.0492608438e-11
-7.0000000000e-01,-3.0212499169e-11
-6.9600000000e-01,-3.0510038940e-11
-6.9200000000e-01,-3.0489721858e-11
-6.8800000000e-01,-3.0621283287e-11
-6.8400000000e-01,-3.0237257143e-11
-6.8000000000e-01,-3.0488833680e-11
-6.7600000000e-01,-3.0709212950e-11
-6.7200000000e-01,-3.0685343155e-11
-6.6800000000e-01,-3.0431879239e-11
-6.6400000000e-01,-3.0645597171e-11
-6.6000000000e-01,-3.0659030870e-11
-6.5600000000e-01,-3.0714208954e-11
-6.5200000000e-01,-3.0598412692e-11
-6.4800000000e-01,-3.0553670705e-11
-6.4400000000e-01,-3.0594637934e-11
-6.4000000000e-01,-3.0508595650e-11
-6.3600000000e-01,-3.0537572471e-11
-6.3200000000e-01,-3.0696223341e-11
-6.2800000000e-01,-3.0317415245e-11
-6.2400000000e-01,-3.0552005370e-11
-6.2000000000e-01,-3.0278113350e-11
-6.1600000000e-01,-3.0420221897e-11
-6.1200000000e-01,-3.0764946146e-11
-6.0800000000e-01,-3.0645153082e-11
-6.0400000000e-01,-3.0530244999e-11
-6.0000000000e-01,-3.0661917449e-11
-5.9600000000e-01,-3.0600744161e-11
-5.9200000000e-01,-3.0360713943e-11
-5.8800000000e-01,-3.0411562157e-11
-5.8400000000e-01,-3.0540570073e-11
-5.8000000000e-01,-3.0307312215e-11
-5.7600000000e-01,-3.0635938231e-11
-5.7200000000e-01,-3.0632274495e-11
-5.6800000000e-01,-3.0309976751e-11
-5.6400000000e-01,-3.0366487103e-11
-5.6000000000e-01,-3.0361380077e-11
-5.5600000000e-01,-3.0536684292e-11
-5.5200000000e-01,-3.0679681018e-11
-5.4800000000e-01,-3.0350610913e-11
-5.4400000000e-01,-3.0700331166e-11
-5.4000000000e-01,-3.0379587734e-11
-5.3600000000e-01,-3.0539903939e-11
-5.3200000000e-01,-3.0513480631e-11
-5.2800000000e-01,-3.0542679497e-11
-5.2400000000e-01,-3.0414448737e-11
-5.2000000000e-01,-3.0370816972e-11
-5.1600000000e-01,-3.0426772213e-11
-5.1200000000e-01,-3.0824010011e-11
-5.0800000000e-01,-3.0440316934e-11
-5.0400000000e-01,-3.0199509560e-11
-5.0000000000e-01,-3.0344282642e-11
-4.9600000000e-01,-3.0433877640e-11
-4.9200000000e-01,-3.0255575822e-11
-4.8800000000e-01,-3.0278779484e-11
-4.8400000000e-01,-3.0745850310e-11
-4.8000000000e-01,-3.0534241802e-11
-4.7600000000e-01,-3.0340729928e-11
-4.7200000000e-01,-3.0407010243e-11
-4.6800000000e-01,-3.0293323405e-11
-4.6400000000e-01,-3.0468738643e-11
-4.6000000000e-01,-3.0266122941e-11
-4.5600000000e-01,-3.0381586136e-11
-4.5200000000e-01,-3.0375701954e-11
-4.4800000000e-01,-3.0489832881e-11
-4.4400000000e-01,-3.0511593252e-11
-4.4000000000e-01,-3.0455304945e-11
-4.3600000000e-01,-3.0335622903e-11
-4.3200000000e-01,-3.0394908812e-11
-4.2800000000e-01,-3.0419777808e-11
-4.2400000000e-01,-3.0197844225e-11
-4.2000000000e-01,-3.0425550968e-11
-4.1600000000e-01,-3.0208058277e-11
-4.1200000000e-01,-3.0242475191e-11
-4.0800000000e-01,-3.0315416844e-11
-4.0400000000e-01,-3.0441871246e-11
-4.0000000000e-01,-3.0636160275e-11
-3.9600000000e-01,-3.0231150916e-11
-3.9200000000e-01,-3.0377700355e-11
-3.8800000000e-01,-3.0636049253e-11
-3.8400000000e-01,-3.0566105202e-11
-3.8000000000e-01,-2.9954483338e-11
-3.7600000000e-01,-3.0408120466e-11
-3.7200000000e-01,-3.0577096410e-11
-3.6800000000e-01,-3.0475733048e-11
-3.6400000000e-01,-3.0346392066e-11
-3.6000000000e-01,-3.0203062273e-11
-3.5600000000e-01,-3.0288438424e-11
-3.5200000000e-01,-3.0388802585e-11
-3.4800000000e-01,-3.0292435227e-11
-3.4400000000e-01,-3.0240365767e-11
-3.4000000000e-01,-3.0474955892e-11
-3.3600000000e-01,-3.0555780128e-11
-3.3200000000e-01,-3.0042746069e-11
-3.2800000000e-01,-3.0542457452e-11
-3.2400000000e-01,-3.0477287360e-11
-3.2000000000e-01,-3.0544344831e-11
-3.1600000000e-01,-3.0302871323e-11
-3.1200000000e-01,-3.0449975874e-11
-3.0800000000e-01,-3.0090818726e-11
-3.0400000000e-01,-3.0376590132e-11
-3.0000000000e-01,-3.0185076660e-11
-2.9600000000e-01,-3.0213054281e-11
-2.9200000000e-01,-3.0247138127e-11
-2.8800000000e-01,-3.0302649279e-11
-2.8400000000e-01,-3.0393576544e-11
-2.8000000000e-01,-3.0307534260e-11
-2.7600000000e-01,-3.0286217978e-11
-2.7200000000e-01,-3.0343949575e-11
-2.6800000000e-01,-3.0268010320e-11
-2.6400000000e-01,-3.0073388224e-11
-2.6000000000e-01,-3.0228819448e-11
-2.5600000000e-01,-3.0067170975e-11
-2.5200000000e-01,-3.0512259386e-11
-2.4800000000e-01,-3.0214164504e-11
-2.4400000000e-01,-3.0324409650e-11
-2.4000000000e-01,-3.0175861809e-11
-2.3600000000e-01,-3.0237257143e-11
-2.3200000000e-01,-3.0295876918e-11
-2.2800000000e-01,-3.0139002405e-11
-2.2400000000e-01,-3.0236035897e-11
-2.2000000000e-01,-3.0146218855e-11
-2.1600000000e-01,-3.0339619705e-11
-2.1200000000e-01,-3.0147773167e-11
-2.0800000000e-01,-3.0268121343e-11
-2.0400000000e-01,-3.0487279368e-11
-2.0000000000e-01,-3.0138114226e-11
-1.9600000000e-01,-3.0144109431e-11
-1.9200000000e-01,-3.0065505641e-11
-1.8800000000e-01,-3.0371039017e-11
-1.8400000000e-01,-3.0166535936e-11
-1.8000000000e-01,-3.0147773167e-11
-1.7600000000e-01,-3.0329738721e-11
-1.7200000000e-01,-3.0499713866e-11
-1.6800000000e-01,-3.0217273128e-11
-1.6400000000e-01,-3.0178859411e-11
-1.6000000000e-01,-3.0399127660e-11
-1.5600000000e-01,-3.0437985465e-11
-1.5200000000e-01,-3.0309754706e-11
-1.4800000000e-01,-3.0256464001e-11
-1.4400000000e-01,-3.0065061551e-11
-1.4000000000e-01,-3.0204949653e-11
-1.3600000000e-01,-3.0236035897e-11
-1.3200000000e-01,-3.0172642163e-11
-1.2800000000e-01,-3.0256464001e-11
-1.2400000000e-01,-3.0274782681e-11
-1.2000000000e-01,-3.0015212538e-11
-1.1600000000e-01,-3.0400904016e-11
-1.1200000000e-01,-3.0082603075e-11
-1.0800000000e-01,-3.0211499968e-11
-1.0400000000e-01,-3.0120128613e-11
-1.0000000000e-01,-3.0277891305e-11
-9.6000000000e-02,-3.0244029503e-11
-9.2000000000e-02,-3.0033531218e-11
-8.8000000000e-02,-3.0115132610e-11
-8.4000000000e-02,-3.0276448015e-11
-8.0000000000e-02,-3.0077051960e-11
-7.6000000000e-02,-3.0213387348e-11
-7.2000000000e-02,-3.0245361771e-11
-6.8000000000e-02,-3.0187630173e-11
-6.4000000000e-02,-3.0054181366e-11
-6.0000000000e-02,-3.0087377034e-11
-5.6000000000e-02,-3.0073832313e-11
-5.2000000000e-02,-3.0255908889e-11
-4.8000000000e-02,-3.0193181288e-11
-4.4000000000e-02,-3.0354718739e-11
-4.0000000000e-02,-2.9845681482e-11
-3.6000000000e-02,-3.0272007123e-11
-3.2000000000e-02,-3.0283775487e-11
-2.8000000000e-02,-3.0350721936e-11
-2.4000000000e-02,-3.0259461603e-11
-2.0000000000e-02,-3.0252356176e-11
-1.6000000000e-02,-2.9888647113e-11
-1.2000000000e-02,-3.0092484060e-11
-8.0000000000e-03,-2.9968694193e-11
-4.0000000000e-03,-2.9986679806e-11
0.0000000000e+00,-3.0388469519e-11
4.0000000000e-03,-3.0278557439e-11
8.0000000000e-03,-3.0126345862e-11
1.2000000000e-02,-2.9946489732e-11
1.6000000000e-02,-2.9980684602e-11
2.0000000000e-02,-3.0243252347e-11
2.4000000000e-02,-2.9839353211e-11
2.8000000000e-02,-3.0147551122e-11
3.2000000000e-02,-3.0273006324e-11
3.6000000000e-02,-3.0230040693e-11
4.0000000000e-02,-2.9805602431e-11
4.4000000000e-02,-3.0151547925e-11
4.8000000000e-02,-3.0144664542e-11
5.2000000000e-02,-3.0254687644e-11
5.6000000000e-02,-3.0041191756e-11
6.0000000000e-02,-3.0200952850e-11
6.4000000000e-02,-3.0065838708e-11
6.8000000000e-02,-3.0332958367e-11
7.2000000000e-02,-3.0106805937e-11
7.6000000000e-02,-3.0084157387e-11
8.0000000000e-02,-3.0051960920e-11
8.4000000000e-02,-3.0024871478e-11
8.8000000000e-02,-3.0244584615e-11
9.2000000000e-02,-3.0270674856e-11
9.6000000000e-02,-2.9890423470e-11
1.0000000000e-01,-3.0255020711e-11
1.0400000000e-01,-2.9787172728e-11
1.0800000000e-01,-3.0093150194e-11
1.1200000000e-01,-3.0050739674e-11
1.1600000000e-01,-2.9900970588e-11
1.2000000000e-01,-2.9886537689e-11
1.2400000000e-01,-3.0248470395e-11
1.2800000000e-01,-3.0092262016e-11
1.3200000000e-01,-3.0114355454e-11
1.3600000000e-01,-3.0101365844e-11
1.4000000000e-01,-3.0068281198e-11
1.4400000000e-01,-3.0029423392e-11
1.4800000000e-01,-3.0226487979e-11
1.5200000000e-01,-2.9991675810e-11
1.5600000000e-01,-2.9794056111e-11
1.6000000000e-01,-3.0103364246e-11
1.6400000000e-01,-3.0251134930e-11
1.6800000000e-01,-3.0024982500e-11
1.7200000000e-01,-3.0121349859e-11
1.7600000000e-01,-3.0099811532e-11
