N,rho_ent_over_rhoc0
-2.0480000000e+00,9.7210658399e-06
-2.0440000000e+00,9.7199214258e-06
-2.0400000000e+00,9.7187772378e-06
-2.0360000000e+00,9.7176332761e-06
-2.0320000000e+00,9.7164895406e-06
-2.0280000000e+00,9.7153460311e-06
-2.0240000000e+00,9.7142027477e-06
-2.0200000000e+00,9.7130596902e-06
-2.0160000000e+00,9.7119168587e-06
-2.0120000000e+00,9.7107742531e-06
-2.0080000000e+00,9.7096318732e-06
-2.0040000000e+00,9.7084897192e-06
-2.0000000000e+00,9.7073477908e-06
-1.9960000000e+00,9.7062060881e-06
-1.9920000000e+00,9.7050646110e-06
-1.9880000000e+00,9.7039233594e-06
-1.9840000000e+00,9.7027823333e-06
-1.9800000000e+00,9.7016415326e-06
-1.9760000000e+00,9.7005009573e-06
-1.9720000000e+00,9.6993606073e-06
-1.9680000000e+00,9.6982204826e-06
-1.9640000000e+00,9.6970805831e-06
-1.9600000000e+00,9.6959409088e-06
-1.9560000000e+00,9.6948014595e-06
-1.9520000000e+00,9.6936622353e-06
-1.9480000000e+00,9.6925232361e-06
-1.9440000000e+00,9.6913844618e-06
-1.9400000000e+00,9.6902459124e-06
-1.9360000000e+00,9.6891075878e-06
-1.9320000000e+00,9.6879694879e-06
-1.9280000000e+00,9.6868316128e-06
-1.9240000000e+00,9.6856939624e-06
-1.9200000000e+00,9.6845565365e-06
-1.9160000000e+00,9.6834193352e-06
-1.9120000000e+00,9.6822823584e-06
-1.9080000000e+00,9.6811456060e-06
-1.9040000000e+00,9.6800090780e-06
-1.9000000000e+00,9.6788727743e-06
-1.8960000000e+00,9.6777366949e-06
-1.8920000000e+00,9.6766008397e-06
-1.8880000000e+00,9.6754652087e-06
-1.8840000000e+00,9.6743298017e-06
-1.8800000000e+00,9.6731946189e-06
-1.8760000000e+00,9.6720596600e-06
-1.8720000000e+00,9.6709249251e-06
-1.8680000000e+00,9.6697904140e-06
-1.8640000000e+00,9.6686561268e-06
-1.8600000000e+00,9.6675220634e-06
-1.8560000000e+00,9.6663882237e-06
-1.8520000000e+00,9.6652546076e-06
-1.8480000000e+00,9.6641212152e-06
-1.8440000000e+00,9.6629880463e-06
-1.8400000000e+00,9.6618551010e-06
-1.8360000000e+00,9.6607223790e-06
-1.8320000000e+00,9.6595898805e-06
-1.8280000000e+00,9.6584576053e-06
-1.8240000000e+00,9.6573255534e-06
-1.8200000000e+00,9.6561937248e-06
-1.8160000000e+00,9.6550621193e-06
-1.8120000000e+00,9.6539307369e-06
-1.8080000000e+00,9.6527995776e-06
-1.8040000000e+00,9.6516686413e-06
-1.8000000000e+00,9.6505379280e-06
-1.7960000000e+00,9.6494074376e-06
-1.7920000000e+00,9.6482771700e-06
-1.7880000000e+00,9.6471471252e-06
-1.7840000000e+00,9.6460173031e-06
-1.7800000000e+00,9.6448877038e-06
-1.7760000000e+00,9.6437583271e-06
-1.7720000000e+00,9.6426291729e-06
-1.7680000000e+00,9.6415002413e-06
-1.7640000000e+00,9.6403715321e-06
-1.7600000000e+00,9.6392430453e-06
-1.7560000000e+00,9.6381147809e-06
-1.7520000000e+00,9.6369867388e-06
-1.7480000000e+00,9.6358589190e-06
-1.7440000000e+00,9.6347313214e-06
-1.7400000000e+00,9.6336039458e-06
-1.7360000000e+00,9.6324767924e-06
-1.7320000000e+00,9.6313498610e-06
-1.7280000000e+00,9.6302231516e-06
-1.7240000000e+00,9.6290966641e-06
-1.7200000000e+00,9.6279703985e-06
-1.7160000000e+00,9.6268443547e-06
-1.7120000000e+00,9.6257185327e-06
-1.7080000000e+00,9.6245929324e-06
-1.7040000000e+00,9.6234675537e-06
-1.7000000000e+00,9.6223423966e-06
-1.6960000000e+00,9.6212174611e-06
-1.6920000000e+00,9.6200927470e-06
-1.6880000000e+00,9.6189682544e-06
-1.6840000000e+00,9.6178439832e-06
-1.6800000000e+00,9.6167199333e-06
-1.6760000000e+00,9.6155961046e-06
-1.6720000000e+00,9.6144724972e-06
-1.6680000000e+00,9.6133491110e-06
-1.6640000000e+00,9.6122259459e-06
-1.6600000000e+00,9.6111030018e-06
-1.6560000000e+00,9.6099802787e-06
-1.6520000000e+00,9.6088577766e-06
-1.6480000000e+00,9.6077354954e-06
-1.6440000000e+00,9.6066134350e-06
-1.6400000000e+00,9.6054915954e-06
-1.6360000000e+00,9.6043699765e-06
-1.6320000000e+00,9.6032485783e-06
-1.6280000000e+00,9.6021274008e-06
-1.6240000000e+00,9.6010064438e-06
-1.6200000000e+00,9.5998857073e-06
-1.6160000000e+00,9.5987651913e-06
-1.6120000000e+00,9.5976448958e-06
-1.6080000000e+00,9.5965248205e-06
-1.6040000000e+00,9.5954049656e-06
-1.6000000000e+00,9.5942853309e-06
-1.5960000000e+00,9.5931659164e-06
-1.5920000000e+00,9.5920467221e-06
-1.5880000000e+00,9.5909277478e-06
-1.5840000000e+00,9.5898089936e-06
-1.5800000000e+00,9.5886904594e-06
-1.5760000000e+00,9.5875721451e-06
-1.5720000000e+00,9.5864540506e-06
-1.5680000000e+00,9.5853361760e-06
-1.5640000000e+00,9.5842185211e-06
-1.5600000000e+00,9.5831010860e-06
-1.5560000000e+00,9.5819838705e-06
-1.5520000000e+00,9.5808668746e-06
-1.5480000000e+00,9.5797500983e-06
-1.5440000000e+00,9.5786335415e-06
-1.5400000000e+00,9.5775172041e-06
-1.5360000000e+00,9.5764010861e-06
-1.5320000000e+00,9.5752851875e-06
-1.5280000000e+00,9.5741695081e-06
-1.5240000000e+00,9.5730540479e-06
-1.5200000000e+00,9.5719388070e-06
-1.5160000000e+00,9.5708237851e-06
-1.5120000000e+00,9.5697089824e-06
-1.5080000000e+00,9.5685943986e-06
-1.5040000000e+00,9.5674800338e-06
-1.5000000000e+00,9.5663658879e-06
-1.4960000000e+00,9.5652519609e-06
-1.4920000000e+00,9.5641382527e-06
-1.4880000000e+00,9.5630247632e-06
-1.4840000000e+00,9.5619114924e-06
-1.4800000000e+00,9.5607984403e-06
-1.4760000000e+00,9.5596856067e-06
-1.4720000000e+00,9.5585729917e-06
-1.4680000000e+00,9.5574605952e-06
-1.4640000000e+00,9.5563484171e-06
-1.4600000000e+00,9.5552364574e-06
-1.4560000000e+00,9.5541247160e-06
-1.4520000000e+00,9.5530131929e-06
-1.4480000000e+00,9.5519018880e-06
-1.4440000000e+00,9.5507908012e-06
-1.4400000000e+00,9.5496799326e-06
-1.4360000000e+00,9.5485692820e-06
-1.4320000000e+00,9.5474588494e-06
-1.4280000000e+00,9.5463486348e-06
-1.4240000000e+00,9.5452386381e-06
-1.4200000000e+00,9.5441288592e-06
-1.4160000000e+00,9.5430192981e-06
-1.4120000000e+00,9.5419099548e-06
-1.4080000000e+00,9.5408008291e-06
-1.4040000000e+00,9.5396919211e-06
-1.4000000000e+00,9.5385832306e-06
-1.3960000000e+00,9.5374747577e-06
-1.3920000000e+00,9.5363665023e-06
-1.3880000000e+00,9.5352584642e-06
-1.3840000000e+00,9.5341506436e-06
-1.3800000000e+00,9.5330430402e-06
-1.3760000000e+00,9.5319356542e-06
-1.3720000000e+00,9.5308284853e-06
-1.3680000000e+00,9.5297215336e-06
-1.3640000000e+00,9.5286147989e-06
-1.3600000000e+00,9.5275082814e-06
-1.3560000000e+00,9.5264019808e-06
-1.3520000000e+00,9.5252958972e-06
-1.3480000000e+00,9.5241900305e-06
-1.3440000000e+00,9.5230843806e-06
-1.3400000000e+00,9.5219789475e-06
-1.3360000000e+00,9.5208737311e-06
-1.3320000000e+00,9.5197687314e-06
-1.3280000000e+00,9.5186639483e-06
-1.3240000000e+00,9.5175593819e-06
-1.3200000000e+00,9.5164550319e-06
-1.3160000000e+00,9.5153508984e-06
-1.3120000000e+00,9.5142469813e-06
-1.3080000000e+00,9.5131432806e-06
-1.3040000000e+00,9.5120397962e-06
-1.3000000000e+00,9.5109365281e-06
-1.2960000000e+00,9.5098334761e-06
-1.2920000000e+00,9.5087306404e-06
-1.2880000000e+00,9.5076280207e-06
-1.2840000000e+00,9.5065256171e-06
-1.2800000000e+00,9.5054234294e-06
-1.2760000000e+00,9.5043214577e-06
-1.2720000000e+00,9.5032197019e-06
-1.2680000000e+00,9.5021181620e-06
-1.2640000000e+00,9.5010168378e-06
-1.2600000000e+00,9.4999157294e-06
-1.2560000000e+00,9.4988148366e-06
-1.2520000000e+00,9.4977141595e-06
-1.2480000000e+00,9.4966136979e-06
-1.2440000000e+00,9.4955134519e-06
-1.2400000000e+00,9.4944134214e-06
-1.2360000000e+00,9.4933136062e-06
-1.2320000000e+00,9.4922140065e-06
-1.2280000000e+00,9.4911146220e-06
-1.2240000000e+00,9.4900154528e-06
-1.2200000000e+00,9.4889164988e-06
-1.2160000000e+00,9.4878177600e-06
-1.2120000000e+00,9.4867192363e-06
-1.2080000000e+00,9.4856209276e-06
-1.2040000000e+00,9.4845228340e-06
-1.2000000000e+00,9.4834249552e-06
-1.1960000000e+00,9.4823272914e-06
-1.1920000000e+00,9.4812298424e-06
-1.1880000000e+00,9.4801326083e-06
-1.1840000000e+00,9.4790355888e-06
-1.1800000000e+00,9.4779387841e-06
-1.1760000000e+00,9.4768421939e-06
-1.1720000000e+00,9.4757458184e-06
-1.1680000000e+00,9.4746496574e-06
-1.1640000000e+00,9.4735537109e-06
-1.1600000000e+00,9.4724579788e-06
-1.1560000000e+00,9.4713624610e-06
-1.1520000000e+00,9.4702671576e-06
-1.1480000000e+00,9.4691720685e-06
-1.1440000000e+00,9.4680771936e-06
-1.1400000000e+00,9.4669825328e-06
-1.1360000000e+00,9.4658880862e-06
-1.1320000000e+00,9.4647938536e-06
-1.1280000000e+00,9.4636998350e-06
-1.1240000000e+00,9.4626060304e-06
-1.1200000000e+00,9.4615124397e-06
-1.1160000000e+00,9.4604190629e-06
-1.1120000000e+00,9.4593258999e-06
-1.1080000000e+00,9.4582329506e-06
-1.1040000000e+00,9.4571402150e-06
-1.1000000000e+00,9.4560476930e-06
-1.0960000000e+00,9.4549553847e-06
-1.0920000000e+00,9.4538632899e-06
-1.0880000000e+00,9.4527714086e-06
-1.0840000000e+00,9.4516797407e-06
-1.0800000000e+00,9.4505882862e-06
-1.0760000000e+00,9.4494970451e-06
-1.0720000000e+00,9.4484060172e-06
-1.0680000000e+00,9.4473152026e-06
-1.0640000000e+00,9.4462246011e-06
-1.0600000000e+00,9.4451342128e-06
-1.0560000000e+00,9.4440440375e-06
-1.0520000000e+00,9.4429540753e-06
-1.0480000000e+00,9.4418643261e-06
-1.0440000000e+00,9.4407747897e-06
-1.0400000000e+00,9.4396854663e-06
-1.0360000000e+00,9.4385963556e-06
-1.0320000000e+00,9.4375074578e-06
-1.0280000000e+00,9.4364187726e-06
-1.0240000000e+00,9.4353303001e-06
-1.0200000000e+00,9.4342420402e-06
-1.0160000000e+00,9.4331539929e-06
-1.0120000000e+00,9.4320661581e-06
-1.0080000000e+00,9.4309785358e-06
-1.0040000000e+00,9.4298911258e-06
-1.0000000000e+00,9.4288039282e-06
-9.9600000000e-01,9.4277169430e-06
-9.9200000000e-01,9.4266301699e-06
-9.8800000000e-01,9.4255436091e-06
-9.8400000000e-01,9.4244572604e-06
-9.8000000000e-01,9.4233711238e-06
-9.7600000000e-01,9.4222851993e-06
-9.7200000000e-01,9.4211994867e-06
-9.6800000000e-01,9.4201139861e-06
-9.6400000000e-01,9.4190286974e-06
-9.6000000000e-01,9.4179436205e-06
-9.5600000000e-01,9.4168587555e-06
-9.5200000000e-01,9.4157741021e-06
-9.4800000000e-01,9.4146896605e-06
-9.4400000000e-01,9.4136054304e-06
-9.4000000000e-01,9.4125214120e-06
-9.3600000000e-01,9.4114376051e-06
-9.3200000000e-01,9.4103540097e-06
-9.2800000000e-01,9.4092706257e-06
-9.2400000000e-01,9.4081874530e-06
-9.2000000000e-01,9.4071044918e-06
-9.1600000000e-01,9.4060217417e-06
-9.1200000000e-01,9.4049392030e-06
-9.0800000000e-01,9.4038568753e-06
-9.0400000000e-01,9.4027747589e-06
-9.0000000000e-01,9.4016928534e-06
-8.9600000000e-01,9.4006111590e-06
-8.9200000000e-01,9.3995296756e-06
-8.8800000000e-01,9.3984484031e-06
-8.8400000000e-01,9.3973673415e-06
-8.8000000000e-01,9.3962864906e-06
-8.7600000000e-01,9.3952058506e-06
-8.7200000000e-01,9.3941254212e-06
-8.6800000000e-01,9.3930452025e-06
-8.6400000000e-01,9.3919651945e-06
-8.6000000000e-01,9.3908853970e-06
-8.5600000000e-01,9.3898058100e-06
-8.5200000000e-01,9.3887264334e-06
-8.4800000000e-01,9.3876472673e-06
-8.4400000000e-01,9.3865683115e-06
-8.4000000000e-01,9.3854895660e-06
-8.3600000000e-01,9.3844110308e-06
-8.3200000000e-01,9.3833327058e-06
-8.2800000000e-01,9.3822545910e-06
-8.2400000000e-01,9.3811766862e-06
-8.2000000000e-01,9.3800989915e-06
-8.1600000000e-01,9.3790215068e-06
-8.1200000000e-01,9.3779442321e-06
-8.0800000000e-01,9.3768671672e-06
-8.0400000000e-01,9.3757903122e-06
-8.0000000000e-01,9.3747136670e-06
-7.9600000000e-01,9.3736372315e-06
-7.9200000000e-01,9.3725610058e-06
-7.8800000000e-01,9.3714849897e-06
-7.8400000000e-01,9.3704091832e-06
-7.8000000000e-01,9.3693335862e-06
-7.7600000000e-01,9.3682581987e-06
-7.7200000000e-01,9.3671830207e-06
-7.6800000000e-01,9.3661080520e-06
-7.6400000000e-01,9.3650332927e-06
-7.6000000000e-01,9.3639587427e-06
-7.5600000000e-01,9.3628844019e-06
-7.5200000000e-01,9.3618102703e-06
-7.4800000000e-01,9.3607363479e-06
-7.4400000000e-01,9.3596626345e-06
-7.4000000000e-01,9.3585891302e-06
-7.3600000000e-01,9.3575158349e-06
-7.3200000000e-01,9.3564427485e-06
-7.2800000000e-01,9.3553698710e-06
-7.2400000000e-01,9.3542972023e-06
-7.2000000000e-01,9.3532247424e-06
-7.1600000000e-01,9.3521524913e-06
-7.1200000000e-01,9.3510804488e-06
-7.0800000000e-01,9.3500086150e-06
-7.0400000000e-01,9.3489369897e-06
-7.0000000000e-01,9.3478655730e-06
-6.9600000000e-01,9.3467943648e-06
-6.9200000000e-01,9.3457233650e-06
-6.8800000000e-01,9.3446525736e-06
-6.8400000000e-01,9.3435819905e-06
-6.8000000000e-01,9.3425116157e-06
-6.7600000000e-01,9.3414414491e-06
-6.7200000000e-01,9.3403714907e-06
-6.6800000000e-01,9.3393017404e-06
-6.6400000000e-01,9.3382321983e-06
-6.6000000000e-01,9.3371628641e-06
-6.5600000000e-01,9.3360937379e-06
-6.5200000000e-01,9.3350248197e-06
-6.4800000000e-01,9.3339561093e-06
-6.4400000000e-01,9.3328876068e-06
-6.4000000000e-01,9.3318193120e-06
-6.3600000000e-01,9.3307512250e-06
-6.3200000000e-01,9.3296833457e-06
-6.2800000000e-01,9.3286156739e-06
-6.2400000000e-01,9.3275482098e-06
-6.2000000000e-01,9.3264809532e-06
-6.1600000000e-01,9.3254139040e-06
-6.1200000000e-01,9.3243470623e-06
-6.0800000000e-01,9.3232804280e-06
-6.0400000000e-01,9.3222140010e-06
-6.0000000000e-01,9.3211477813e-06
-5.9600000000e-01,9.3200817688e-06
-5.9200000000e-01,9.3190159634e-06
-5.8800000000e-01,9.3179503652e-06
-5.8400000000e-01,9.3168849741e-06
-5.8000000000e-01,9.3158197900e-06
-5.7600000000e-01,9.3147548129e-06
-5.7200000000e-01,9.3136900427e-06
-5.6800000000e-01,9.3126254794e-06
-5.6400000000e-01,9.3115611229e-06
-5.6000000000e-01,9.3104969732e-06
-5.5600000000e-01,9.3094330303e-06
-5.5200000000e-01,9.3083692940e-06
-5.4800000000e-01,9.3073057643e-06
-5.4400000000e-01,9.3062424412e-06
-5.4000000000e-01,9.3051793246e-06
-5.3600000000e-01,9.3041164146e-06
-5.3200000000e-01,9.3030537109e-06
-5.2800000000e-01,9.3019912136e-06
-5.2400000000e-01,9.3009289227e-06
-5.2000000000e-01,9.2998668380e-06
-5.1600000000e-01,9.2988049596e-06
-5.1200000000e-01,9.2977432873e-06
-5.0800000000e-01,9.2966818212e-06
-5.0400000000e-01,9.2956205611e-06
-5.0000000000e-01,9.2945595071e-06
-4.9600000000e-01,9.2934986591e-06
-4.9200000000e-01,9.2924380170e-06
-4.8800000000e-01,9.2913775807e-06
-4.8400000000e-01,9.2903173504e-06
-4.8000000000e-01,9.2892573257e-06
-4.7600000000e-01,9.2881975069e-06
-4.7200000000e-01,9.2871378937e-06
-4.6800000000e-01,9.2860784861e-06
-4.6400000000e-01,9.2850192841e-06
-4.6000000000e-01,9.2839602877e-06
-4.5600000000e-01,9.2829014967e-06
-4.5200000000e-01,9.2818429112e-06
-4.4800000000e-01,9.2807845311e-06
-4.4400000000e-01,9.2797263563e-06
-4.4000000000e-01,9.2786683868e-06
-4.3600000000e-01,9.2776106225e-06
-4.3200000000e-01,9.2765530634e-06
-4.2800000000e-01,9.2754957095e-06
-4.2400000000e-01,9.2744385606e-06
-4.2000000000e-01,9.2733816168e-06
-4.1600000000e-01,9.2723248780e-06
-4.1200000000e-01,9.2712683441e-06
-4.0800000000e-01,9.2702120151e-06
-4.0400000000e-01,9.2691558909e-06
-4.0000000000e-01,9.2680999716e-06
-3.9600000000e-01,9.2670442569e-06
-3.9200000000e-01,9.2659887470e-06
-3.8800000000e-01,9.2649334417e-06
-3.8400000000e-01,9.2638783411e-06
-3.8000000000e-01,9.2628234449e-06
-3.7600000000e-01,9.2617687533e-06
-3.7200000000e-01,9.2607142661e-06
-3.6800000000e-01,9.2596599833e-06
-3.6400000000e-01,9.2586059049e-06
-3.6000000000e-01,9.2575520307e-06
-3.5600000000e-01,9.2564983608e-06
-3.5200000000e-01,9.2554448951e-06
-3.4800000000e-01,9.2543916336e-06
-3.4400000000e-01,9.2533385762e-06
-3.4000000000e-01,9.2522857228e-06
-3.3600000000e-01,9.2512330734e-06
-3.3200000000e-01,9.2501806280e-06
-3.2800000000e-01,9.2491283865e-06
-3.2400000000e-01,9.2480763488e-06
-3.2000000000e-01,9.2470245150e-06
-3.1600000000e-01,9.2459728849e-06
-3.1200000000e-01,9.2449214585e-06
-3.0800000000e-01,9.2438702358e-06
-3.0400000000e-01,9.2428192167e-06
-3.0000000000e-01,9.2417684011e-06
-2.9600000000e-01,9.2407177891e-06
-2.9200000000e-01,9.2396673806e-06
-2.8800000000e-01,9.2386171754e-06
-2.8400000000e-01,9.2375671736e-06
-2.8000000000e-01,9.2365173752e-06
-2.7600000000e-01,9.2354677800e-06
-2.7200000000e-01,9.2344183880e-06
-2.6800000000e-01,9.2333691993e-06
-2.6400000000e-01,9.2323202136e-06
-2.6000000000e-01,9.2312714310e-06
-2.5600000000e-01,9.2302228514e-06
-2.5200000000e-01,9.2291744748e-06
-2.4800000000e-01,9.2281263012e-06
-2.4400000000e-01,9.2270783304e-06
-2.4000000000e-01,9.2260305624e-06
-2.3600000000e-01,9.2249829973e-06
-2.3200000000e-01,9.2239356348e-06
-2.2800000000e-01,9.2228884751e-06
-2.2400000000e-01,9.2218415180e-06
-2.2000000000e-01,9.2207947634e-06
-2.1600000000e-01,9.2197482114e-06
-2.1200000000e-01,9.2187018619e-06
-2.0800000000e-01,9.2176557149e-06
-2.0400000000e-01,9.2166097702e-06
-2.0000000000e-01,9.2155640279e-06
-1.9600000000e-01,9.2145184878e-06
-1.9200000000e-01,9.2134731500e-06
-1.8800000000e-01,9.2124280144e-06
-1.8400000000e-01,9.2113830810e-06
-1.8000000000e-01,9.2103383497e-06
-1.7600000000e-01,9.2092938204e-06
-1.7200000000e-01,9.2082494931e-06
-1.6800000000e-01,9.2072053678e-06
-1.6400000000e-01,9.2061614443e-06
-1.6000000000e-01,9.2051177228e-06
-1.5600000000e-01,9.2040742030e-06
-1.5200000000e-01,9.2030308850e-06
-1.4800000000e-01,9.2019877687e-06
-1.4400000000e-01,9.2009448541e-06
-1.4000000000e-01,9.1999021411e-06
-1.3600000000e-01,9.1988596296e-06
-1.3200000000e-01,9.1978173197e-06
-1.2800000000e-01,9.1967752113e-06
-1.2400000000e-01,9.1957333042e-06
-1.2000000000e-01,9.1946915986e-06
-1.1600000000e-01,9.1936500942e-06
-1.1200000000e-01,9.1926087912e-06
-1.0800000000e-01,9.1915676893e-06
-1.0400000000e-01,9.1905267887e-06
-1.0000000000e-01,9.1894860892e-06
-9.6000000000e-02,9.1884455907e-06
-9.2000000000e-02,9.1874052933e-06
-8.8000000000e-02,9.1863651969e-06
-8.4000000000e-02,9.1853253015e-06
-8.0000000000e-02,9.1842856069e-06
-7.6000000000e-02,9.1832461131e-06
-7.2000000000e-02,9.1822068202e-06
-6.8000000000e-02,9.1811677280e-06
-6.4000000000e-02,9.1801288365e-06
-6.0000000000e-02,9.1790901456e-06
-5.6000000000e-02,9.1780516554e-06
-5.2000000000e-02,9.1770133657e-06
-4.8000000000e-02,9.1759752765e-06
-4.4000000000e-02,9.1749373877e-06
-4.0000000000e-02,9.1738996994e-06
-3.6000000000e-02,9.1728622114e-06
-3.2000000000e-02,9.1718249238e-06
-2.8000000000e-02,9.1707878364e-06
-2.4000000000e-02,9.1697509492e-06
-2.0000000000e-02,9.1687142622e-06
-1.6000000000e-02,9.1676777753e-06
-1.2000000000e-02,9.1666414885e-06
-8.0000000000e-03,9.1656054017e-06
-4.0000000000e-03,9.1645695149e-06
0.0000000000e+00,9.1635338280e-06
4.0000000000e-03,9.1624983410e-06
8.0000000000e-03,9.1614630538e-06
1.2000000000e-02,9.1604279664e-06
1.6000000000e-02,9.1593930788e-06
2.0000000000e-02,9.1583583908e-06
2.4000000000e-02,9.1573239025e-06
2.8000000000e-02,9.1562896137e-06
3.2000000000e-02,9.1552555246e-06
3.6000000000e-02,9.1542216349e-06
4.0000000000e-02,9.1531879446e-06
4.4000000000e-02,9.1521544538e-06
4.8000000000e-02,9.1511211623e-06
5.2000000000e-02,9.1500880701e-06
5.6000000000e-02,9.1490551772e-06
6.0000000000e-02,9.1480224835e-06
6.4000000000e-02,9.1469899890e-06
6.8000000000e-02,9.1459576935e-06
7.2000000000e-02,9.1449255972e-06
7.6000000000e-02,9.1438936998e-06
8.0000000000e-02,9.1428620015e-06
8.4000000000e-02,9.1418305020e-06
8.8000000000e-02,9.1407992014e-06
9.2000000000e-02,9.1397680997e-06
9.6000000000e-02,9.1387371967e-06
1.0000000000e-01,9.1377064925e-06
1.0400000000e-01,9.1366759870e-06
1.0800000000e-01,9.1356456801e-06
1.1200000000e-01,9.1346155718e-06
1.1600000000e-01,9.1335856620e-06
1.2000000000e-01,9.1325559507e-06
1.2400000000e-01,9.1315264379e-06
1.2800000000e-01,9.1304971235e-06
1.3200000000e-01,9.1294680074e-06
1.3600000000e-01,9.1284390897e-06
1.4000000000e-01,9.1274103701e-06
1.4400000000e-01,9.1263818489e-06
1.4800000000e-01,9.1253535257e-06
1.5200000000e-01,9.1243254007e-06
1.5600000000e-01,9.1232974738e-06
1.6000000000e-01,9.1222697448e-06
1.6400000000e-01,9.1212422139e-06
1.6800000000e-01,9.1202148809e-06
1.7200000000e-01,9.1191877457e-06
1.7600000000e-01,9.1181608084e-06
1.8000000000e-01,9.1171340689e-06
1.8400000000e-01,9.1161075271e-06
1.8800000000e-01,9.1150811830e-06
1.9200000000e-01,9.1140550365e-06
1.9600000000e-01,9.1130290876e-06
2.0000000000e-01,9.1120033363e-06
2.0400000000e-01,9.1109777825e-06
2.0800000000e-01,9.1099524261e-06
2.1200000000e-01,9.1089272672e-06
2.1600000000e-01,9.1079023056e-06
2.2000000000e-01,9.1068775413e-06
2.2400000000e-01,9.1058529742e-06
2.2800000000e-01,9.1048286044e-06
2.3200000000e-01,9.1038044318e-06
2.3600000000e-01,9.1027804563e-06
2.4000000000e-01,9.1017566778e-06
2.4400000000e-01,9.1007330964e-06
2.4800000000e-01,9.0997097120e-06
2.5200000000e-01,9.0986865245e-06
2.5600000000e-01,9.0976635339e-06
2.6000000000e-01,9.0966407401e-06
2.6400000000e-01,9.0956181431e-06
2.6800000000e-01,9.0945957429e-06
2.7200000000e-01,9.0935735394e-06
2.7600000000e-01,9.0925515325e-06
2.8000000000e-01,9.0915297222e-06
2.8400000000e-01,9.0905081085e-06
2.8800000000e-01,9.0894866913e-06
2.9200000000e-01,9.0884654705e-06
2.9600000000e-01,9.0874444462e-06
3.0000000000e-01,9.0864236182e-06
3.0400000000e-01,9.0854029866e-06
3.0800000000e-01,9.0843825512e-06
3.1200000000e-01,9.0833623121e-06
3.1600000000e-01,9.0823422691e-06
3.2000000000e-01,9.0813224223e-06
3.2400000000e-01,9.0803027716e-06
3.2800000000e-01,9.0792833169e-06
3.3200000000e-01,9.0782640582e-06
3.3600000000e-01,9.0772449955e-06
3.4000000000e-01,9.0762261286e-06
3.4400000000e-01,9.0752074576e-06
3.4800000000e-01,9.0741889825e-06
3.5200000000e-01,9.0731707030e-06
3.5600000000e-01,9.0721526193e-06
3.6000000000e-01,9.0711347313e-06
3.6400000000e-01,9.0701170389e-06
3.6800000000e-01,9.0690995420e-06
3.7200000000e-01,9.0680822407e-06
3.7600000000e-01,9.0670651349e-06
3.8000000000e-01,9.0660482245e-06
3.8400000000e-01,9.0650315094e-06
3.8800000000e-01,9.0640149898e-06
3.9200000000e-01,9.0629986654e-06
3.9600000000e-01,9.0619825362e-06
4.0000000000e-01,9.0609666023e-06
4.0400000000e-01,9.0599508635e-06
4.0800000000e-01,9.0589353198e-06
4.1200000000e-01,9.0579199712e-06
4.1600000000e-01,9.0569048176e-06
4.2000000000e-01,9.0558898590e-06
4.2400000000e-01,9.0548750953e-06
4.2800000000e-01,9.0538605264e-06
4.3200000000e-01,9.0528461524e-06
4.3600000000e-01,9.0518319732e-06
4.4000000000e-01,9.0508179887e-06
4.4400000000e-01,9.0498041989e-06
4.4800000000e-01,9.0487906037e-06
4.5200000000e-01,9.0477772031e-06
4.5600000000e-01,9.0467639971e-06
4.6000000000e-01,9.0457509856e-06
4.6400000000e-01,9.0447381685e-06
4.6800000000e-01,9.0437255459e-06
4.7200000000e-01,9.0427131176e-06
4.7600000000e-01,9.0417008836e-06
4.8000000000e-01,9.0406888439e-06
4.8400000000e-01,9.0396769984e-06
4.8800000000e-01,9.0386653471e-06
4.9200000000e-01,9.0376538899e-06
4.9600000000e-01,9.0366426269e-06
5.0000000000e-01,9.0356315578e-06
5.0400000000e-01,9.0346206828e-06
5.0800000000e-01,9.0336100016e-06
5.1200000000e-01,9.0325995144e-06
5.1600000000e-01,9.0315892211e-06
5.2000000000e-01,9.0305791215e-06
5.2400000000e-01,9.0295692158e-06
5.2800000000e-01,9.0285595037e-06
5.3200000000e-01,9.0275499853e-06
5.3600000000e-01,9.0265406605e-06
5.4000000000e-01,9.0255315293e-06
5.4400000000e-01,9.0245225916e-06
5.4800000000e-01,9.0235138475e-06
5.5200000000e-01,9.0225052967e-06
5.5600000000e-01,9.0214969393e-06
5.6000000000e-01,9.0204887753e-06
5.6400000000e-01,9.0194808046e-06
5.6800000000e-01,9.0184730272e-06
5.7200000000e-01,9.0174654429e-06
5.7600000000e-01,9.0164580518e-06
5.8000000000e-01,9.0154508539e-06
5.8400000000e-01,9.0144438490e-06
5.8800000000e-01,9.0134370371e-06
5.9200000000e-01,9.0124304182e-06
5.9600000000e-01,9.0114239922e-06
6.0000000000e-01,9.0104177592e-06
6.0400000000e-01,9.0094117189e-06
6.0800000000e-01,9.0084058715e-06
6.1200000000e-01,9.0074002168e-06
6.1600000000e-01,9.0063947548e-06
6.2000000000e-01,9.0053894854e-06
6.2400000000e-01,9.0043844087e-06
6.2800000000e-01,9.0033795245e-06
6.3200000000e-01,9.0023748329e-06
6.3600000000e-01,9.0013703337e-06
6.4000000000e-01,9.0003660270e-06
