N,eps_H
-4.6760000000e+00,1.5151827416e+00
-4.6720000000e+00,1.5151238212e+00
-4.6680000000e+00,1.5150651209e+00
-4.6640000000e+00,1.5150066399e+00
-4.6600000000e+00,1.5149483774e+00
-4.6560000000e+00,1.5148903327e+00
-4.6520000000e+00,1.5148325049e+00
-4.6480000000e+00,1.5147748934e+00
-4.6440000000e+00,1.5147174973e+00
-4.6400000000e+00,1.5146603159e+00
-4.6360000000e+00,1.5146033484e+00
-4.6320000000e+00,1.5145465941e+00
-4.6280000000e+00,1.5144900522e+00
-4.6240000000e+00,1.5144337219e+00
-4.6200000000e+00,1.5143776025e+00
-4.6160000000e+00,1.5143216932e+00
-4.6120000000e+00,1.5142659934e+00
-4.6080000000e+00,1.5142105021e+00
-4.6040000000e+00,1.5141552188e+00
-4.6000000000e+00,1.5141001426e+00
-4.5960000000e+00,1.5140452728e+00
-4.5920000000e+00,1.5139906087e+00
-4.5880000000e+00,1.5139361495e+00
-4.5840000000e+00,1.5138818945e+00
-4.5800000000e+00,1.5138278430e+00
-4.5760000000e+00,1.5137739942e+00
-4.5720000000e+00,1.5137203474e+00
-4.5680000000e+00,1.5136669019e+00
-4.5640000000e+00,1.5136136570e+00
-4.5600000000e+00,1.5135606119e+00
-4.5560000000e+00,1.5135077659e+00
-4.5520000000e+00,1.5134551183e+00
-4.5480000000e+00,1.5134026683e+00
-4.5440000000e+00,1.5133504154e+00
-4.5400000000e+00,1.5132983587e+00
-4.5360000000e+00,1.5132464976e+00
-4.5320000000e+00,1.5131948312e+00
-4.5280000000e+00,1.5131433591e+00
-4.5240000000e+00,1.5130920803e+00
-4.5200000000e+00,1.5130409943e+00
-4.5160000000e+00,1.5129901003e+00
-4.5120000000e+00,1.5129393977e+00
-4.5080000000e+00,1.5128888857e+00
-4.5040000000e+00,1.5128385636e+00
-4.5000000000e+00,1.5127884308e+00
-4.4960000000e+00,1.5127384866e+00
-4.4920000000e+00,1.5126887302e+00
-4.4880000000e+00,1.5126391610e+00
-4.4840000000e+00,1.5125897784e+00
-4.4800000000e+00,1.5125405816e+00
-4.4760000000e+00,1.5124915699e+00
-4.4720000000e+00,1.5124427427e+00
-4.4680000000e+00,1.5123940993e+00
-4.4640000000e+00,1.5123456390e+00
-4.4600000000e+00,1.5122973612e+00
-4.4560000000e+00,1.5122492652e+00
-4.4520000000e+00,1.5122013503e+00
-4.4480000000e+00,1.5121536159e+00
-4.4440000000e+00,1.5121060612e+00
-4.4400000000e+00,1.5120586857e+00
-4.4360000000e+00,1.5120114886e+00
-4.4320000000e+00,1.5119644694e+00
-4.4280000000e+00,1.5119176274e+00
-4.4240000000e+00,1.5118709618e+00
-4.4200000000e+00,1.5118244721e+00
-4.4160000000e+00,1.5117781576e+00
-4.4120000000e+00,1.5117320177e+00
-4.4080000000e+00,1.5116860517e+00
-4.4040000000e+00,1.5116402589e+00
-4.4000000000e+00,1.5115946388e+00
-4.3960000000e+00,1.5115491907e+00
-4.3920000000e+00,1.5115039139e+00
-4.3880000000e+00,1.5114588079e+00
-4.3840000000e+00,1.5114138719e+00
-4.3800000000e+00,1.5113691054e+00
-4.3760000000e+00,1.5113245077e+00
-4.3720000000e+00,1.5112800782e+00
-4.3680000000e+00,1.5112358162e+00
-4.3640000000e+00,1.5111917212e+00
-4.3600000000e+00,1.5111477925e+00
-4.3560000000e+00,1.5111040295e+00
-4.3520000000e+00,1.5110604316e+00
-4.3480000000e+00,1.5110169982e+00
-4.3440000000e+00,1.5109737285e+00
-4.3400000000e+00,1.5109306221e+00
-4.3360000000e+00,1.5108876784e+00
-4.3320000000e+00,1.5108448966e+00
-4.3280000000e+00,1.5108022762e+00
-4.3240000000e+00,1.5107598166e+00
-4.3200000000e+00,1.5107175172e+00
-4.3160000000e+00,1.5106753774e+00
-4.3120000000e+00,1.5106333966e+00
-4.3080000000e+00,1.5105915741e+00
-4.3040000000e+00,1.5105499095e+00
-4.3000000000e+00,1.5105084020e+00
-4.2960000000e+00,1.5104670511e+00
-4.2920000000e+00,1.5104258562e+00
-4.2880000000e+00,1.5103848167e+00
-4.2840000000e+00,1.5103439320e+00
-4.2800000000e+00,1.5103032016e+00
-4.2760000000e+00,1.5102626248e+00
-4.2720000000e+00,1.5102222011e+00
-4.2680000000e+00,1.5101819298e+00
-4.2640000000e+00,1.5101418105e+00
-4.2600000000e+00,1.5101018425e+00
-4.2560000000e+00,1.5100620252e+00
-4.2520000000e+00,1.5100223580e+00
-4.2480000000e+00,1.5099828405e+00
-4.2440000000e+00,1.5099434720e+00
-4.2400000000e+00,1.5099042519e+00
-4.2360000000e+00,1.5098651797e+00
-4.2320000000e+00,1.5098262549e+00
-4.2280000000e+00,1.5097874767e+00
-4.2240000000e+00,1.5097488448e+00
-4.2200000000e+00,1.5097103585e+00
-4.2160000000e+00,1.5096720172e+00
-4.2120000000e+00,1.5096338204e+00
-4.2080000000e+00,1.5095957676e+00
-4.2040000000e+00,1.5095578581e+00
-4.2000000000e+00,1.5095200915e+00
-4.1960000000e+00,1.5094824671e+00
-4.1920000000e+00,1.5094449845e+00
-4.1880000000e+00,1.5094076430e+00
-4.1840000000e+00,1.5093704422e+00
-4.1800000000e+00,1.5093333814e+00
-4.1760000000e+00,1.5092964602e+00
-4.1720000000e+00,1.5092596780e+00
-4.1680000000e+00,1.5092230342e+00
-4.1640000000e+00,1.5091865283e+00
-4.1600000000e+00,1.5091501598e+00
-4.1560000000e+00,1.5091139281e+00
-4.1520000000e+00,1.5090778327e+00
-4.1480000000e+00,1.5090418730e+00
-4.1440000000e+00,1.5090060486e+00
-4.1400000000e+00,1.5089703588e+00
-4.1360000000e+00,1.5089348032e+00
-4.1320000000e+00,1.5088993813e+00
-4.1280000000e+00,1.5088640924e+00
-4.1240000000e+00,1.5088289361e+00
-4.1200000000e+00,1.5087939119e+00
-4.1160000000e+00,1.5087590192e+00
-4.1120000000e+00,1.5087242575e+00
-4.1080000000e+00,1.5086896262e+00
-4.1040000000e+00,1.5086551250e+00
-4.1000000000e+00,1.5086207532e+00
-4.0960000000e+00,1.5085865103e+00
-4.0920000000e+00,1.5085523958e+00
-4.0880000000e+00,1.5085184092e+00
-4.0840000000e+00,1.5084845500e+00
-4.0800000000e+00,1.5084508177e+00
-4.0760000000e+00,1.5084172118e+00
-4.0720000000e+00,1.5083837317e+00
-4.0680000000e+00,1.5083503769e+00
-4.0640000000e+00,1.5083171470e+00
-4.0600000000e+00,1.5082840415e+00
-4.0560000000e+00,1.5082510597e+00
-4.0520000000e+00,1.5082182013e+00
-4.0480000000e+00,1.5081854658e+00
-4.0440000000e+00,1.5081528525e+00
-4.0400000000e+00,1.5081203611e+00
-4.0360000000e+00,1.5080879911e+00
-4.0320000000e+00,1.5080557418e+00
-4.0280000000e+00,1.5080236130e+00
-4.0240000000e+00,1.5079916039e+00
-4.0200000000e+00,1.5079597143e+00
-4.0160000000e+00,1.5079279435e+00
-4.0120000000e+00,1.5078962911e+00
-4.0080000000e+00,1.5078647565e+00
-4.0040000000e+00,1.5078333394e+00
-4.0000000000e+00,1.5078020392e+00
-3.9960000000e+00,1.5077708554e+00
-3.9920000000e+00,1.5077397876e+00
-3.9880000000e+00,1.5077088352e+00
-3.9840000000e+00,1.5076779978e+00
-3.9800000000e+00,1.5076472749e+00
-3.9760000000e+00,1.5076166661e+00
-3.9720000000e+00,1.5075861708e+00
-3.9680000000e+00,1.5075557885e+00
-3.9640000000e+00,1.5075255188e+00
-3.9600000000e+00,1.5074953613e+00
-3.9560000000e+00,1.5074653154e+00
-3.9520000000e+00,1.5074353806e+00
-3.9480000000e+00,1.5074055566e+00
-3.9440000000e+00,1.5073758428e+00
-3.9400000000e+00,1.5073462387e+00
-3.9360000000e+00,1.5073167439e+00
-3.9320000000e+00,1.5072873579e+00
-3.9280000000e+00,1.5072580803e+00
-3.9240000000e+00,1.5072289105e+00
-3.9200000000e+00,1.5071998482e+00
-3.9160000000e+00,1.5071708928e+00
-3.9120000000e+00,1.5071420439e+00
-3.9080000000e+00,1.5071133011e+00
-3.9040000000e+00,1.5070846638e+00
-3.9000000000e+00,1.5070561316e+00
-3.8960000000e+00,1.5070277040e+00
-3.8920000000e+00,1.5069993806e+00
-3.8880000000e+00,1.5069711610e+00
-3.8840000000e+00,1.5069430446e+00
-3.8800000000e+00,1.5069150311e+00
-3.8760000000e+00,1.5068871199e+00
-3.8720000000e+00,1.5068593106e+00
-3.8680000000e+00,1.5068316027e+00
-3.8640000000e+00,1.5068039959e+00
-3.8600000000e+00,1.5067764896e+00
-3.8560000000e+00,1.5067490834e+00
-3.8520000000e+00,1.5067217768e+00
-3.8480000000e+00,1.5066945694e+00
-3.8440000000e+00,1.5066674608e+00
-3.8400000000e+00,1.5066404505e+00
-3.8360000000e+00,1.5066135380e+00
-3.8320000000e+00,1.5065867229e+00
-3.8280000000e+00,1.5065600048e+00
-3.8240000000e+00,1.5065333832e+00
-3.8200000000e+00,1.5065068576e+00
-3.8160000000e+00,1.5064804277e+00
-3.8120000000e+00,1.5064540929e+00
-3.8080000000e+00,1.5064278529e+00
-3.8040000000e+00,1.5064017071e+00
-3.8000000000e+00,1.5063756552e+00
-3.7960000000e+00,1.5063496967e+00
-3.7920000000e+00,1.5063238312e+00
-3.7880000000e+00,1.5062980582e+00
-3.7840000000e+00,1.5062723773e+00
-3.7800000000e+00,1.5062467881e+00
-3.7760000000e+00,1.5062212900e+00
-3.7720000000e+00,1.5061958828e+00
-3.7680000000e+00,1.5061705658e+00
-3.7640000000e+00,1.5061453388e+00
-3.7600000000e+00,1.5061202012e+00
-3.7560000000e+00,1.5060951527e+00
-3.7520000000e+00,1.5060701927e+00
-3.7480000000e+00,1.5060453209e+00
-3.7440000000e+00,1.5060205368e+00
-3.7400000000e+00,1.5059958400e+00
-3.7360000000e+00,1.5059712301e+00
-3.7320000000e+00,1.5059467065e+00
-3.7280000000e+00,1.5059222690e+00
-3.7240000000e+00,1.5058979170e+00
-3.7200000000e+00,1.5058736501e+00
-3.7160000000e+00,1.5058494679e+00
-3.7120000000e+00,1.5058253700e+00
-3.7080000000e+00,1.5058013559e+00
-3.7040000000e+00,1.5057774252e+00
-3.7000000000e+00,1.5057535775e+00
-3.6960000000e+00,1.5057298122e+00
-3.6920000000e+00,1.5057061291e+00
-3.6880000000e+00,1.5056825277e+00
-3.6840000000e+00,1.5056590075e+00
-3.6800000000e+00,1.5056355681e+00
-3.6760000000e+00,1.5056122091e+00
-3.6720000000e+00,1.5055889300e+00
-3.6680000000e+00,1.5055657304e+00
-3.6640000000e+00,1.5055426100e+00
-3.6600000000e+00,1.5055195682e+00
-3.6560000000e+00,1.5054966046e+00
-3.6520000000e+00,1.5054737189e+00
-3.6480000000e+00,1.5054509105e+00
-3.6440000000e+00,1.5054281790e+00
-3.6400000000e+00,1.5054055241e+00
-3.6360000000e+00,1.5053829453e+00
-3.6320000000e+00,1.5053604421e+00
-3.6280000000e+00,1.5053380141e+00
-3.6240000000e+00,1.5053156609e+00
-3.6200000000e+00,1.5052933821e+00
-3.6160000000e+00,1.5052711773e+00
-3.6120000000e+00,1.5052490459e+00
-3.6080000000e+00,1.5052269876e+00
-3.6040000000e+00,1.5052050020e+00
-3.6000000000e+00,1.5051830885e+00
-3.5960000000e+00,1.5051612469e+00
-3.5920000000e+00,1.5051394766e+00
-3.5880000000e+00,1.5051177773e+00
-3.5840000000e+00,1.5050961484e+00
-3.5800000000e+00,1.5050745896e+00
-3.5760000000e+00,1.5050531004e+00
-3.5720000000e+00,1.5050316804e+00
-3.5680000000e+00,1.5050103292e+00
-3.5640000000e+00,1.5049890463e+00
-3.5600000000e+00,1.5049678313e+00
-3.5560000000e+00,1.5049466837e+00
-3.5520000000e+00,1.5049256032e+00
-3.5480000000e+00,1.5049045893e+00
-3.5440000000e+00,1.5048836415e+00
-3.5400000000e+00,1.5048627595e+00
-3.5360000000e+00,1.5048419427e+00
-3.5320000000e+00,1.5048211908e+00
-3.5280000000e+00,1.5048005033e+00
-3.5240000000e+00,1.5047798798e+00
-3.5200000000e+00,1.5047593198e+00
-3.5160000000e+00,1.5047388228e+00
-3.5120000000e+00,1.5047183886e+00
-3.5080000000e+00,1.5046980165e+00
-3.5040000000e+00,1.5046777063e+00
-3.5000000000e+00,1.5046574573e+00
-3.4960000000e+00,1.5046372692e+00
-3.4920000000e+00,1.5046171416e+00
-3.4880000000e+00,1.5045970740e+00
-3.4840000000e+00,1.5045770659e+00
-3.4800000000e+00,1.5045571169e+00
-3.4760000000e+00,1.5045372266e+00
-3.4720000000e+00,1.5045173944e+00
-3.4680000000e+00,1.5044976201e+00
-3.4640000000e+00,1.5044779030e+00
-3.4600000000e+00,1.5044582428e+00
-3.4560000000e+00,1.5044386390e+00
-3.4520000000e+00,1.5044190911e+00
-3.4480000000e+00,1.5043995988e+00
-3.4440000000e+00,1.5043801615e+00
-3.4400000000e+00,1.5043607787e+00
-3.4360000000e+00,1.5043414501e+00
-3.4320000000e+00,1.5043221751e+00
-3.4280000000e+00,1.5043029534e+00
-3.4240000000e+00,1.5042837844e+00
-3.4200000000e+00,1.5042646676e+00
-3.4160000000e+00,1.5042456027e+00
-3.4120000000e+00,1.5042265891e+00
-3.4080000000e+00,1.5042076264e+00
-3.4040000000e+00,1.5041887141e+00
-3.4000000000e+00,1.5041698518e+00
-3.3960000000e+00,1.5041510389e+00
-3.3920000000e+00,1.5041322750e+00
-3.3880000000e+00,1.5041135596e+00
-3.3840000000e+00,1.5040948923e+00
-3.3800000000e+00,1.5040762726e+00
-3.3760000000e+00,1.5040576999e+00
-3.3720000000e+00,1.5040391738e+00
-3.3680000000e+00,1.5040206938e+00
-3.3640000000e+00,1.5040022595e+00
-3.3600000000e+00,1.5039838703e+00
-3.3560000000e+00,1.5039655258e+00
-3.3520000000e+00,1.5039472254e+00
-3.3480000000e+00,1.5039289688e+00
-3.3440000000e+00,1.5039107553e+00
-3.3400000000e+00,1.5038925844e+00
-3.3360000000e+00,1.5038744558e+00
-3.3320000000e+00,1.5038563688e+00
-3.3280000000e+00,1.5038383231e+00
-3.3240000000e+00,1.5038203180e+00
-3.3200000000e+00,1.5038023530e+00
-3.3160000000e+00,1.5037844277e+00
-3.3120000000e+00,1.5037665416e+00
-3.3080000000e+00,1.5037486941e+00
-3.3040000000e+00,1.5037308847e+00
-3.3000000000e+00,1.5037131129e+00
-3.2960000000e+00,1.5036953782e+00
-3.2920000000e+00,1.5036776800e+00
-3.2880000000e+00,1.5036600179e+00
-3.2840000000e+00,1.5036423912e+00
-3.2800000000e+00,1.5036247995e+00
-3.2760000000e+00,1.5036072423e+00
-3.2720000000e+00,1.5035897189e+00
-3.2680000000e+00,1.5035722289e+00
-3.2640000000e+00,1.5035547717e+00
-3.2600000000e+00,1.5035373467e+00
-3.2560000000e+00,1.5035199535e+00
-3.2520000000e+00,1.5035025914e+00
-3.2480000000e+00,1.5034852599e+00
-3.2440000000e+00,1.5034679585e+00
-3.2400000000e+00,1.5034506866e+00
-3.2360000000e+00,1.5034334436e+00
-3.2320000000e+00,1.5034162289e+00
-3.2280000000e+00,1.5033990420e+00
-3.2240000000e+00,1.5033818824e+00
-3.2200000000e+00,1.5033647494e+00
-3.2160000000e+00,1.5033476424e+00
-3.2120000000e+00,1.5033305610e+00
-3.2080000000e+00,1.5033135044e+00
-3.2040000000e+00,1.5032964721e+00
-3.2000000000e+00,1.5032794635e+00
-3.1960000000e+00,1.5032624780e+00
-3.1920000000e+00,1.5032455150e+00
-3.1880000000e+00,1.5032285739e+00
-3.1840000000e+00,1.5032116540e+00
-3.1800000000e+00,1.5031947549e+00
-3.1760000000e+00,1.5031778758e+00
-3.1720000000e+00,1.5031610161e+00
-3.1680000000e+00,1.5031441752e+00
-3.1640000000e+00,1.5031273525e+00
-3.1600000000e+00,1.5031105474e+00
-3.1560000000e+00,1.5030937591e+00
-3.1520000000e+00,1.5030769871e+00
-3.1480000000e+00,1.5030602307e+00
-3.1440000000e+00,1.5030434893e+00
-3.1400000000e+00,1.5030267622e+00
-3.1360000000e+00,1.5030100487e+00
-3.1320000000e+00,1.5029933482e+00
-3.1280000000e+00,1.5029766600e+00
-3.1240000000e+00,1.5029599834e+00
-3.1200000000e+00,1.5029433178e+00
-3.1160000000e+00,1.5029266624e+00
-3.1120000000e+00,1.5029100166e+00
-3.1080000000e+00,1.5028933797e+00
-3.1040000000e+00,1.5028767509e+00
-3.1000000000e+00,1.5028601297e+00
-3.0960000000e+00,1.5028435152e+00
-3.0920000000e+00,1.5028269067e+00
-3.0880000000e+00,1.5028103036e+00
-3.0840000000e+00,1.5027937050e+00
-3.0800000000e+00,1.5027771103e+00
-3.0760000000e+00,1.5027605187e+00
-3.0720000000e+00,1.5027439296e+00
-3.0680000000e+00,1.5027273420e+00
-3.0640000000e+00,1.5027107553e+00
-3.0600000000e+00,1.5026941687e+00
-3.0560000000e+00,1.5026775814e+00
-3.0520000000e+00,1.5026609927e+00
-3.0480000000e+00,1.5026444018e+00
-3.0440000000e+00,1.5026278079e+00
-3.0400000000e+00,1.5026112101e+00
-3.0360000000e+00,1.5025946078e+00
-3.0320000000e+00,1.5025780001e+00
-3.0280000000e+00,1.5025613861e+00
-3.0240000000e+00,1.5025447651e+00
-3.0200000000e+00,1.5025281362e+00
-3.0160000000e+00,1.5025114986e+00
-3.0120000000e+00,1.5024948514e+00
-3.0080000000e+00,1.5024781939e+00
-3.0040000000e+00,1.5024615250e+00
-3.0000000000e+00,1.5024448441e+00
-2.9960000000e+00,1.5024281502e+00
-2.9920000000e+00,1.5024114423e+00
-2.9880000000e+00,1.5023947198e+00
-2.9840000000e+00,1.5023779815e+00
-2.9800000000e+00,1.5023612267e+00
-2.9760000000e+00,1.5023444545e+00
-2.9720000000e+00,1.5023276638e+00
-2.9680000000e+00,1.5023108538e+00
-2.9640000000e+00,1.5022940236e+00
-2.9600000000e+00,1.5022771722e+00
-2.9560000000e+00,1.5022602986e+00
-2.9520000000e+00,1.5022434019e+00
-2.9480000000e+00,1.5022264812e+00
-2.9440000000e+00,1.5022095353e+00
-2.9400000000e+00,1.5021925634e+00
-2.9360000000e+00,1.5021755645e+00
-2.9320000000e+00,1.5021585375e+00
-2.9280000000e+00,1.5021414815e+00
-2.9240000000e+00,1.5021243953e+00
-2.9200000000e+00,1.5021072780e+00
-2.9160000000e+00,1.5020901286e+00
-2.9120000000e+00,1.5020729459e+00
-2.9080000000e+00,1.5020557289e+00
-2.9040000000e+00,1.5020384765e+00
-2.9000000000e+00,1.5020211877e+00
-2.8960000000e+00,1.5020038613e+00
-2.8920000000e+00,1.5019864963e+00
-2.8880000000e+00,1.5019690915e+00
-2.8840000000e+00,1.5019516457e+00
-2.8800000000e+00,1.5019341580e+00
-2.8760000000e+00,1.5019166270e+00
-2.8720000000e+00,1.5018990517e+00
-2.8680000000e+00,1.5018814308e+00
-2.8640000000e+00,1.5018637633e+00
-2.8600000000e+00,1.5018460478e+00
-2.8560000000e+00,1.5018282832e+00
-2.8520000000e+00,1.5018104683e+00
-2.8480000000e+00,1.5017926018e+00
-2.8440000000e+00,1.5017746825e+00
-2.8400000000e+00,1.5017567091e+00
-2.8360000000e+00,1.5017386803e+00
-2.8320000000e+00,1.5017205950e+00
-2.8280000000e+00,1.5017024517e+00
-2.8240000000e+00,1.5016842492e+00
-2.8200000000e+00,1.5016659861e+00
-2.8160000000e+00,1.5016476612e+00
-2.8120000000e+00,1.5016292730e+00
-2.8080000000e+00,1.5016108202e+00
-2.8040000000e+00,1.5015923015e+00
-2.8000000000e+00,1.5015737153e+00
-2.7960000000e+00,1.5015550605e+00
-2.7920000000e+00,1.5015363354e+00
-2.7880000000e+00,1.5015175387e+00
-2.7840000000e+00,1.5014986689e+00
-2.7800000000e+00,1.5014797246e+00
-2.7760000000e+00,1.5014607043e+00
-2.7720000000e+00,1.5014416064e+00
-2.7680000000e+00,1.5014224296e+00
-2.7640000000e+00,1.5014031722e+00
-2.7600000000e+00,1.5013838327e+00
-2.7560000000e+00,1.5013644095e+00
-2.7520000000e+00,1.5013449012e+00
-2.7480000000e+00,1.5013253060e+00
-2.7440000000e+00,1.5013056224e+00
-2.7400000000e+00,1.5012858487e+00
-2.7360000000e+00,1.5012659834e+00
-2.7320000000e+00,1.5012460246e+00
-2.7280000000e+00,1.5012259709e+00
-2.7240000000e+00,1.5012058205e+00
-2.7200000000e+00,1.5011855715e+00
-2.7160000000e+00,1.5011652225e+00
-2.7120000000e+00,1.5011447715e+00
-2.7080000000e+00,1.5011242168e+00
-2.7040000000e+00,1.5011035566e+00
-2.7000000000e+00,1.5010827891e+00
-2.6960000000e+00,1.5010619125e+00
-2.6920000000e+00,1.5010409250e+00
-2.6880000000e+00,1.5010198246e+00
-2.6840000000e+00,1.5009986095e+00
-2.6800000000e+00,1.5009772778e+00
-2.6760000000e+00,1.5009558275e+00
-2.6720000000e+00,1.5009342567e+00
-2.6680000000e+00,1.5009125634e+00
-2.6640000000e+00,1.5008907456e+00
-2.6600000000e+00,1.5008688014e+00
-2.6560000000e+00,1.5008467286e+00
-2.6520000000e+00,1.5008245253e+00
-2.6480000000e+00,1.5008021893e+00
-2.6440000000e+00,1.5007797185e+00
-2.6400000000e+00,1.5007571108e+00
-2.6360000000e+00,1.5007343641e+00
-2.6320000000e+00,1.5007114761e+00
-2.6280000000e+00,1.5006884448e+00
-2.6240000000e+00,1.5006652678e+00
-2.6200000000e+00,1.5006419429e+00
-2.6160000000e+00,1.5006184678e+00
-2.6120000000e+00,1.5005948403e+00
-2.6080000000e+00,1.5005710580e+00
-2.6040000000e+00,1.5005471185e+00
-2.6000000000e+00,1.5005230195e+00
-2.5960000000e+00,1.5004987587e+00
-2.5920000000e+00,1.5004743335e+00
-2.5880000000e+00,1.5004497414e+00
-2.5840000000e+00,1.5004249802e+00
-2.5800000000e+00,1.5004000471e+00
-2.5760000000e+00,1.5003749397e+00
-2.5720000000e+00,1.5003496553e+00
-2.5680000000e+00,1.5003241915e+00
-2.5640000000e+00,1.5002985456e+00
-2.5600000000e+00,1.5002727149e+00
-2.5560000000e+00,1.5002466967e+00
-2.5520000000e+00,1.5002204884e+00
-2.5480000000e+00,1.5001940871e+00
-2.5440000000e+00,1.5001674902e+00
-2.5400000000e+00,1.5001406947e+00
-2.5360000000e+00,1.5001136979e+00
-2.5320000000e+00,1.5000864968e+00
-2.5280000000e+00,1.5000590887e+00
-2.5240000000e+00,1.5000314704e+00
-2.5200000000e+00,1.5000036392e+00
-2.5160000000e+00,1.4999755919e+00
-2.5120000000e+00,1.4999473255e+00
-2.5080000000e+00,1.4999188370e+00
-2.5040000000e+00,1.4998901232e+00
-2.5000000000e+00,1.4998611810e+00
-2.4960000000e+00,1.4998320073e+00
-2.4920000000e+00,1.4998025987e+00
-2.4880000000e+00,1.4997729521e+00
-2.4840000000e+00,1.4997430642e+00
-2.4800000000e+00,1.4997129316e+00
-2.4760000000e+00,1.4996825510e+00
-2.4720000000e+00,1.4996519189e+00
-2.4680000000e+00,1.4996210320e+00
-2.4640000000e+00,1.4995898867e+00
-2.4600000000e+00,1.4995584796e+00
-2.4560000000e+00,1.4995268070e+00
-2.4520000000e+00,1.4994948654e+00
-2.4480000000e+00,1.4994626511e+00
-2.4440000000e+00,1.4994301604e+00
-2.4400000000e+00,1.4993973897e+00
-2.4360000000e+00,1.4993643351e+00
-2.4320000000e+00,1.4993309928e+00
-2.4280000000e+00,1.4992973590e+00
-2.4240000000e+00,1.4992634297e+00
-2.4200000000e+00,1.4992292011e+00
-2.4160000000e+00,1.4991946691e+00
-2.4120000000e+00,1.4991598297e+00
-2.4080000000e+00,1.4991246788e+00
-2.4040000000e+00,1.4990892123e+00
-2.4000000000e+00,1.4990534260e+00
-2.3960000000e+00,1.4990173156e+00
-2.3920000000e+00,1.4989808770e+00
-2.3880000000e+00,1.4989441057e+00
-2.3840000000e+00,1.4989069974e+00
-2.3800000000e+00,1.4988695477e+00
-2.3760000000e+00,1.4988317521e+00
-2.3720000000e+00,1.4987936061e+00
-2.3680000000e+00,1.4987551050e+00
-2.3640000000e+00,1.4987162443e+00
-2.3600000000e+00,1.4986770193e+00
-2.3560000000e+00,1.4986374252e+00
-2.3520000000e+00,1.4985974573e+00
-2.3480000000e+00,1.4985571106e+00
-2.3440000000e+00,1.4985163803e+00
-2.3400000000e+00,1.4984752615e+00
-2.3360000000e+00,1.4984337490e+00
-2.3320000000e+00,1.4983918378e+00
-2.3280000000e+00,1.4983495228e+00
-2.3240000000e+00,1.4983067988e+00
-2.3200000000e+00,1.4982636606e+00
-2.3160000000e+00,1.4982201027e+00
-2.3120000000e+00,1.4981761198e+00
-2.3080000000e+00,1.4981317066e+00
-2.3040000000e+00,1.4980868574e+00
-2.3000000000e+00,1.4980415667e+00
-2.2960000000e+00,1.4979958289e+00
-2.2920000000e+00,1.4979496383e+00
-2.2880000000e+00,1.4979029890e+00
-2.2840000000e+00,1.4978558754e+00
-2.2800000000e+00,1.4978082914e+00
-2.2760000000e+00,1.4977602312e+00
-2.2720000000e+00,1.4977116886e+00
-2.2680000000e+00,1.4976626576e+00
-2.2640000000e+00,1.4976131320e+00
-2.2600000000e+00,1.4975631055e+00
-2.2560000000e+00,1.4975125719e+00
-2.2520000000e+00,1.4974615247e+00
-2.2480000000e+00,1.4974099574e+00
-2.2440000000e+00,1.4973578635e+00
-2.2400000000e+00,1.4973052364e+00
-2.2360000000e+00,1.4972520695e+00
-2.2320000000e+00,1.4971983558e+00
-2.2280000000e+00,1.4971440886e+00
-2.2240000000e+00,1.4970892609e+00
-2.2200000000e+00,1.4970338658e+00
-2.2160000000e+00,1.4969778961e+00
-2.2120000000e+00,1.4969213446e+00
-2.2080000000e+00,1.4968642041e+00
-2.2040000000e+00,1.4968064672e+00
-2.2000000000e+00,1.4967481266e+00
-2.1960000000e+00,1.4966891746e+00
-2.1920000000e+00,1.4966296038e+00
-2.1880000000e+00,1.4965694063e+00
-2.1840000000e+00,1.4965085744e+00
-2.1800000000e+00,1.4964471003e+00
-2.1760000000e+00,1.4963849760e+00
-2.1720000000e+00,1.4963221934e+00
-2.1680000000e+00,1.4962587444e+00
-2.1640000000e+00,1.4961946208e+00
-2.1600000000e+00,1.4961298141e+00
-2.1560000000e+00,1.4960643160e+00
-2.1520000000e+00,1.4959981180e+00
-2.1480000000e+00,1.4959312113e+00
-2.1440000000e+00,1.4958635874e+00
-2.1400000000e+00,1.4957952372e+00
-2.1360000000e+00,1.4957261520e+00
-2.1320000000e+00,1.4956563226e+00
-2.1280000000e+00,1.4955857400e+00
-2.1240000000e+00,1.4955143949e+00
-2.1200000000e+00,1.4954422778e+00
-2.1160000000e+00,1.4953693795e+00
-2.1120000000e+00,1.4952956902e+00
-2.1080000000e+00,1.4952212003e+00
-2.1040000000e+00,1.4951459000e+00
-2.1000000000e+00,1.4950697794e+00
-2.0960000000e+00,1.4949928285e+00
-2.0920000000e+00,1.4949150371e+00
-2.0880000000e+00,1.4948363950e+00
-2.0840000000e+00,1.4947568918e+00
-2.0800000000e+00,1.4946765170e+00
-2.0760000000e+00,1.4945952600e+00
-2.0720000000e+00,1.4945131100e+00
-2.0680000000e+00,1.4944300563e+00
-2.0640000000e+00,1.4943460877e+00
-2.0600000000e+00,1.4942611932e+00
-2.0560000000e+00,1.4941753616e+00
-2.0520000000e+00,1.4940885814e+00
-2.0480000000e+00,1.4940008412e+00
-2.0440000000e+00,1.4939121294e+00
-2.0400000000e+00,1.4938224341e+00
-2.0360000000e+00,1.4937317434e+00
-2.0320000000e+00,1.4936400454e+00
-2.0280000000e+00,1.4935473278e+00
-2.0240000000e+00,1.4934535783e+00
-2.0200000000e+00,1.4933587845e+00
-2.0160000000e+00,1.4932629337e+00
