N,w_ent
-2.3760000000e+00,-9.9012402448e-01
-2.3720000000e+00,-9.9012481452e-01
-2.3680000000e+00,-9.9012560451e-01
-2.3640000000e+00,-9.9012639443e-01
-2.3600000000e+00,-9.9012718428e-01
-2.3560000000e+00,-9.9012797408e-01
-2.3520000000e+00,-9.9012876381e-01
-2.3480000000e+00,-9.9012955348e-01
-2.3440000000e+00,-9.9013034308e-01
-2.3400000000e+00,-9.9013113262e-01
-2.3360000000e+00,-9.9013192210e-01
-2.3320000000e+00,-9.9013271151e-01
-2.3280000000e+00,-9.9013350086e-01
-2.3240000000e+00,-9.9013429015e-01
-2.3200000000e+00,-9.9013507938e-01
-2.3160000000e+00,-9.9013586854e-01
-2.3120000000e+00,-9.9013665764e-01
-2.3080000000e+00,-9.9013744668e-01
-2.3040000000e+00,-9.9013823565e-01
-2.3000000000e+00,-9.9013902456e-01
-2.2960000000e+00,-9.9013981340e-01
-2.2920000000e+00,-9.9014060219e-01
-2.2880000000e+00,-9.9014139091e-01
-2.2840000000e+00,-9.9014217956e-01
-2.2800000000e+00,-9.9014296816e-01
-2.2760000000e+00,-9.9014375669e-01
-2.2720000000e+00,-9.9014454516e-01
-2.2680000000e+00,-9.9014533356e-01
-2.2640000000e+00,-9.9014612190e-01
-2.2600000000e+00,-9.9014691018e-01
-2.2560000000e+00,-9.9014769840e-01
-2.2520000000e+00,-9.9014848655e-01
-2.2480000000e+00,-9.9014927464e-01
-2.2440000000e+00,-9.9015006267e-01
-2.2400000000e+00,-9.9015085063e-01
-2.2360000000e+00,-9.9015163853e-01
-2.2320000000e+00,-9.9015242637e-01
-2.2280000000e+00,-9.9015321414e-01
-2.2240000000e+00,-9.9015400185e-01
-2.2200000000e+00,-9.9015478950e-01
-2.2160000000e+00,-9.9015557709e-01
-2.2120000000e+00,-9.9015636461e-01
-2.2080000000e+00,-9.9015715207e-01
-2.2040000000e+00,-9.9015793947e-01
-2.2000000000e+00,-9.9015872680e-01
-2.1960000000e+00,-9.9015951407e-01
-2.1920000000e+00,-9.9016030128e-01
-2.1880000000e+00,-9.9016108842e-01
-2.1840000000e+00,-9.9016187550e-01
-2.1800000000e+00,-9.9016266252e-01
-2.1760000000e+00,-9.9016344948e-01
-2.1720000000e+00,-9.9016423637e-01
-2.1680000000e+00,-9.9016502320e-01
-2.1640000000e+00,-9.9016580997e-01
-2.1600000000e+00,-9.9016659667e-01
-2.1560000000e+00,-9.9016738331e-01
-2.1520000000e+00,-9.9016816989e-01
-2.1480000000e+00,-9.9016895640e-01
-2.1440000000e+00,-9.9016974286e-01
-2.1400000000e+00,-9.9017052924e-01
-2.1360000000e+00,-9.9017131557e-01
-2.1320000000e+00,-9.9017210183e-01
-2.1280000000e+00,-9.9017288803e-01
-2.1240000000e+00,-9.9017367417e-01
-2.1200000000e+00,-9.9017446025e-01
-2.1160000000e+00,-9.9017524626e-01
-2.1120000000e+00,-9.9017603221e-01
-2.1080000000e+00,-9.9017681809e-01
-2.1040000000e+00,-9.9017760392e-01
-2.1000000000e+00,-9.9017838968e-01
-2.0960000000e+00,-9.9017917537e-01
-2.0920000000e+00,-9.9017996101e-01
-2.0880000000e+00,-9.9018074658e-01
-2.0840000000e+00,-9.9018153209e-01
-2.0800000000e+00,-9.9018231753e-01
-2.0760000000e+00,-9.9018310292e-01
-2.0720000000e+00,-9.9018388824e-01
-2.0680000000e+00,-9.9018467350e-01
-2.0640000000e+00,-9.9018545869e-01
-2.0600000000e+00,-9.9018624382e-01
-2.0560000000e+00,-9.9018702889e-01
-2.0520000000e+00,-9.9018781390e-01
-2.0480000000e+00,-9.9018859884e-01
-2.0440000000e+00,-9.9018938372e-01
-2.0400000000e+00,-9.9019016854e-01
-2.0360000000e+00,-9.9019095330e-01
-2.0320000000e+00,-9.9019173799e-01
-2.0280000000e+00,-9.9019252262e-01
-2.0240000000e+00,-9.9019330718e-01
-2.0200000000e+00,-9.9019409169e-01
-2.0160000000e+00,-9.9019487613e-01
-2.0120000000e+00,-9.9019566051e-01
-2.0080000000e+00,-9.9019644482e-01
-2.0040000000e+00,-9.9019722908e-01
-2.0000000000e+00,-9.9019801327e-01
-1.9960000000e+00,-9.9019879739e-01
-1.9920000000e+00,-9.9019958146e-01
-1.9880000000e+00,-9.9020036546e-01
-1.9840000000e+00,-9.9020114940e-01
-1.9800000000e+00,-9.9020193328e-01
-1.9760000000e+00,-9.9020271709e-01
-1.9720000000e+00,-9.9020350084e-01
-1.9680000000e+00,-9.9020428453e-01
-1.9640000000e+00,-9.9020506816e-01
-1.9600000000e+00,-9.9020585172e-01
-1.9560000000e+00,-9.9020663522e-01
-1.9520000000e+00,-9.9020741866e-01
-1.9480000000e+00,-9.9020820203e-01
-1.9440000000e+00,-9.9020898535e-01
-1.9400000000e+00,-9.9020976860e-01
-1.9360000000e+00,-9.9021055178e-01
-1.9320000000e+00,-9.9021133491e-01
-1.9280000000e+00,-9.9021211797e-01
-1.9240000000e+00,-9.9021290097e-01
-1.9200000000e+00,-9.9021368391e-01
-1.9160000000e+00,-9.9021446678e-01
-1.9120000000e+00,-9.9021524959e-01
-1.9080000000e+00,-9.9021603234e-01
-1.9040000000e+00,-9.9021681503e-01
-1.9000000000e+00,-9.9021759765e-01
-1.8960000000e+00,-9.9021838021e-01
-1.8920000000e+00,-9.9021916271e-01
-1.8880000000e+00,-9.9021994514e-01
-1.8840000000e+00,-9.9022072752e-01
-1.8800000000e+00,-9.9022150983e-01
-1.8760000000e+00,-9.9022229208e-01
-1.8720000000e+00,-9.9022307426e-01
-1.8680000000e+00,-9.9022385638e-01
-1.8640000000e+00,-9.9022463844e-01
-1.8600000000e+00,-9.9022542044e-01
-1.8560000000e+00,-9.9022620238e-01
-1.8520000000e+00,-9.9022698425e-01
-1.8480000000e+00,-9.9022776606e-01
-1.8440000000e+00,-9.9022854781e-01
-1.8400000000e+00,-9.9022932949e-01
-1.8360000000e+00,-9.9023011111e-01
-1.8320000000e+00,-9.9023089267e-01
-1.8280000000e+00,-9.9023167417e-01
-1.8240000000e+00,-9.9023245561e-01
-1.8200000000e+00,-9.9023323698e-01
-1.8160000000e+00,-9.9023401829e-01
-1.8120000000e+00,-9.9023479954e-01
-1.8080000000e+00,-9.9023558072e-01
-1.8040000000e+00,-9.9023636184e-01
-1.8000000000e+00,-9.9023714290e-01
-1.7960000000e+00,-9.9023792390e-01
-1.7920000000e+00,-9.9023870483e-01
-1.7880000000e+00,-9.9023948571e-01
-1.7840000000e+00,-9.9024026652e-01
-1.7800000000e+00,-9.9024104726e-01
-1.7760000000e+00,-9.9024182795e-01
-1.7720000000e+00,-9.9024260857e-01
-1.7680000000e+00,-9.9024338913e-01
-1.7640000000e+00,-9.9024416963e-01
-1.7600000000e+00,-9.9024495006e-01
-1.7560000000e+00,-9.9024573044e-01
-1.7520000000e+00,-9.9024651075e-01
-1.7480000000e+00,-9.9024729100e-01
-1.7440000000e+00,-9.9024807118e-01
-1.7400000000e+00,-9.9024885130e-01
-1.7360000000e+00,-9.9024963137e-01
-1.7320000000e+00,-9.9025041136e-01
-1.7280000000e+00,-9.9025119130e-01
-1.7240000000e+00,-9.9025197117e-01
-1.7200000000e+00,-9.9025275098e-01
-1.7160000000e+00,-9.9025353073e-01
-1.7120000000e+00,-9.9025431042e-01
-1.7080000000e+00,-9.9025509004e-01
-1.7040000000e+00,-9.9025586960e-01
-1.7000000000e+00,-9.9025664910e-01
-1.6960000000e+00,-9.9025742854e-01
-1.6920000000e+00,-9.9025820792e-01
-1.6880000000e+00,-9.9025898723e-01
-1.6840000000e+00,-9.9025976648e-01
-1.6800000000e+00,-9.9026054566e-01
-1.6760000000e+00,-9.9026132479e-01
-1.6720000000e+00,-9.9026210385e-01
-1.6680000000e+00,-9.9026288285e-01
-1.6640000000e+00,-9.9026366179e-01
-1.6600000000e+00,-9.9026444067e-01
-1.6560000000e+00,-9.9026521948e-01
-1.6520000000e+00,-9.9026599823e-01
-1.6480000000e+00,-9.9026677692e-01
-1.6440000000e+00,-9.9026755555e-01
-1.6400000000e+00,-9.9026833411e-01
-1.6360000000e+00,-9.9026911261e-01
-1.6320000000e+00,-9.9026989105e-01
-1.6280000000e+00,-9.9027066943e-01
-1.6240000000e+00,-9.9027144775e-01
-1.6200000000e+00,-9.9027222600e-01
-1.6160000000e+00,-9.9027300419e-01
-1.6120000000e+00,-9.9027378232e-01
-1.6080000000e+00,-9.9027456039e-01
-1.6040000000e+00,-9.9027533839e-01
-1.6000000000e+00,-9.9027611633e-01
-1.5960000000e+00,-9.9027689421e-01
-1.5920000000e+00,-9.9027767203e-01
-1.5880000000e+00,-9.9027844978e-01
-1.5840000000e+00,-9.9027922748e-01
-1.5800000000e+00,-9.9028000511e-01
-1.5760000000e+00,-9.9028078268e-01
-1.5720000000e+00,-9.9028156018e-01
-1.5680000000e+00,-9.9028233763e-01
-1.5640000000e+00,-9.9028311501e-01
-1.5600000000e+00,-9.9028389233e-01
-1.5560000000e+00,-9.9028466959e-01
-1.5520000000e+00,-9.9028544678e-01
-1.5480000000e+00,-9.9028622391e-01
-1.5440000000e+00,-9.9028700099e-01
-1.5400000000e+00,-9.9028777799e-01
-1.5360000000e+00,-9.9028855494e-01
-1.5320000000e+00,-9.9028933183e-01
-1.5280000000e+00,-9.9029010865e-01
-1.5240000000e+00,-9.9029088541e-01
-1.5200000000e+00,-9.9029166211e-01
-1.5160000000e+00,-9.9029243874e-01
-1.5120000000e+00,-9.9029321532e-01
-1.5080000000e+00,-9.9029399183e-01
-1.5040000000e+00,-9.9029476828e-01
-1.5000000000e+00,-9.9029554466e-01
-1.4960000000e+00,-9.9029632099e-01
-1.4920000000e+00,-9.9029709725e-01
-1.4880000000e+00,-9.9029787345e-01
-1.4840000000e+00,-9.9029864959e-01
-1.4800000000e+00,-9.9029942567e-01
-1.4760000000e+00,-9.9030020169e-01
-1.4720000000e+00,-9.9030097764e-01
-1.4680000000e+00,-9.9030175353e-01
-1.4640000000e+00,-9.9030252936e-01
-1.4600000000e+00,-9.9030330512e-01
-1.4560000000e+00,-9.9030408083e-01
-1.4520000000e+00,-9.9030485647e-01
-1.4480000000e+00,-9.9030563205e-01
-1.4440000000e+00,-9.9030640757e-01
-1.4400000000e+00,-9.9030718303e-01
-1.4360000000e+00,-9.9030795842e-01
-1.4320000000e+00,-9.9030873375e-01
-1.4280000000e+00,-9.9030950902e-01
-1.4240000000e+00,-9.9031028423e-01
-1.4200000000e+00,-9.9031105938e-01
-1.4160000000e+00,-9.9031183446e-01
-1.4120000000e+00,-9.9031260948e-01
-1.4080000000e+00,-9.9031338444e-01
-1.4040000000e+00,-9.9031415934e-01
-1.4000000000e+00,-9.9031493418e-01
-1.3960000000e+00,-9.9031570895e-01
-1.3920000000e+00,-9.9031648367e-01
-1.3880000000e+00,-9.9031725832e-01
-1.3840000000e+00,-9.9031803290e-01
-1.3800000000e+00,-9.9031880743e-01
-1.3760000000e+00,-9.9031958190e-01
-1.3720000000e+00,-9.9032035630e-01
-1.3680000000e+00,-9.9032113064e-01
-1.3640000000e+00,-9.9032190492e-01
-1.3600000000e+00,-9.9032267913e-01
-1.3560000000e+00,-9.9032345329e-01
-1.3520000000e+00,-9.9032422738e-01
-1.3480000000e+00,-9.9032500141e-01
-1.3440000000e+00,-9.9032577538e-01
-1.3400000000e+00,-9.9032654929e-01
-1.3360000000e+00,-9.9032732313e-01
-1.3320000000e+00,-9.9032809692e-01
-1.3280000000e+00,-9.9032887064e-01
-1.3240000000e+00,-9.9032964430e-01
-1.3200000000e+00,-9.9033041789e-01
-1.3160000000e+00,-9.9033119143e-01
-1.3120000000e+00,-9.9033196490e-01
-1.3080000000e+00,-9.9033273832e-01
-1.3040000000e+00,-9.9033351167e-01
-1.3000000000e+00,-9.9033428495e-01
-1.2960000000e+00,-9.9033505818e-01
-1.2920000000e+00,-9.9033583134e-01
-1.2880000000e+00,-9.9033660445e-01
-1.2840000000e+00,-9.9033737749e-01
-1.2800000000e+00,-9.9033815047e-01
-1.2760000000e+00,-9.9033892338e-01
-1.2720000000e+00,-9.9033969624e-01
-1.2680000000e+00,-9.9034046903e-01
-1.2640000000e+00,-9.9034124176e-01
-1.2600000000e+00,-9.9034201443e-01
-1.2560000000e+00,-9.9034278704e-01
-1.2520000000e+00,-9.9034355959e-01
-1.2480000000e+00,-9.9034433207e-01
-1.2440000000e+00,-9.9034510449e-01
-1.2400000000e+00,-9.9034587686e-01
-1.2360000000e+00,-9.9034664915e-01
-1.2320000000e+00,-9.9034742139e-01
-1.2280000000e+00,-9.9034819357e-01
-1.2240000000e+00,-9.9034896568e-01
-1.2200000000e+00,-9.9034973773e-01
-1.2160000000e+00,-9.9035050972e-01
-1.2120000000e+00,-9.9035128165e-01
-1.2080000000e+00,-9.9035205352e-01
-1.2040000000e+00,-9.9035282532e-01
-1.2000000000e+00,-9.9035359707e-01
-1.1960000000e+00,-9.9035436875e-01
-1.1920000000e+00,-9.9035514037e-01
-1.1880000000e+00,-9.9035591192e-01
-1.1840000000e+00,-9.9035668342e-01
-1.1800000000e+00,-9.9035745485e-01
-1.1760000000e+00,-9.9035822623e-01
-1.1720000000e+00,-9.9035899754e-01
-1.1680000000e+00,-9.9035976879e-01
-1.1640000000e+00,-9.9036053998e-01
-1.1600000000e+00,-9.9036131110e-01
-1.1560000000e+00,-9.9036208217e-01
-1.1520000000e+00,-9.9036285317e-01
-1.1480000000e+00,-9.9036362411e-01
-1.1440000000e+00,-9.9036439499e-01
-1.1400000000e+00,-9.9036516581e-01
-1.1360000000e+00,-9.9036593656e-01
-1.1320000000e+00,-9.9036670726e-01
-1.1280000000e+00,-9.9036747789e-01
-1.1240000000e+00,-9.9036824846e-01
-1.1200000000e+00,-9.9036901897e-01
-1.1160000000e+00,-9.9036978942e-01
-1.1120000000e+00,-9.9037055980e-01
-1.1080000000e+00,-9.9037133013e-01
-1.1040000000e+00,-9.9037210039e-01
-1.1000000000e+00,-9.9037287059e-01
-1.0960000000e+00,-9.9037364073e-01
-1.0920000000e+00,-9.9037441081e-01
-1.0880000000e+00,-9.9037518082e-01
-1.0840000000e+00,-9.9037595078e-01
-1.0800000000e+00,-9.9037672067e-01
-1.0760000000e+00,-9.9037749050e-01
-1.0720000000e+00,-9.9037826027e-01
-1.0680000000e+00,-9.9037902998e-01
-1.0640000000e+00,-9.9037979963e-01
-1.0600000000e+00,-9.9038056921e-01
-1.0560000000e+00,-9.9038133874e-01
-1.0520000000e+00,-9.9038210820e-01
-1.0480000000e+00,-9.9038287760e-01
-1.0440000000e+00,-9.9038364694e-01
-1.0400000000e+00,-9.9038441622e-01
-1.0360000000e+00,-9.9038518543e-01
-1.0320000000e+00,-9.9038595459e-01
-1.0280000000e+00,-9.9038672368e-01
-1.0240000000e+00,-9.9038749271e-01
-1.0200000000e+00,-9.9038826168e-01
-1.0160000000e+00,-9.9038903059e-01
-1.0120000000e+00,-9.9038979944e-01
-1.0080000000e+00,-9.9039056822e-01
-1.0040000000e+00,-9.9039133695e-01
-1.0000000000e+00,-9.9039210561e-01
-9.9600000000e-01,-9.9039287421e-01
-9.9200000000e-01,-9.9039364275e-01
-9.8800000000e-01,-9.9039441123e-01
-9.8400000000e-01,-9.9039517964e-01
-9.8000000000e-01,-9.9039594800e-01
-9.7600000000e-01,-9.9039671629e-01
-9.7200000000e-01,-9.9039748452e-01
-9.6800000000e-01,-9.9039825269e-01
-9.6400000000e-01,-9.9039902080e-01
-9.6000000000e-01,-9.9039978885e-01
-9.5600000000e-01,-9.9040055684e-01
-9.5200000000e-01,-9.9040132476e-01
-9.4800000000e-01,-9.9040209262e-01
-9.4400000000e-01,-9.9040286043e-01
-9.4000000000e-01,-9.9040362817e-01
-9.3600000000e-01,-9.9040439585e-01
-9.3200000000e-01,-9.9040516346e-01
-9.2800000000e-01,-9.9040593102e-01
-9.2400000000e-01,-9.9040669851e-01
-9.2000000000e-01,-9.9040746595e-01
-9.1600000000e-01,-9.9040823332e-01
-9.1200000000e-01,-9.9040900063e-01
-9.0800000000e-01,-9.9040976788e-01
-9.0400000000e-01,-9.9041053507e-01
-9.0000000000e-01,-9.9041130219e-01
-8.9600000000e-01,-9.9041206926e-01
-8.9200000000e-01,-9.9041283626e-01
-8.8800000000e-01,-9.9041360321e-01
-8.8400000000e-01,-9.9041437009e-01
-8.8000000000e-01,-9.9041513691e-01
-8.7600000000e-01,-9.9041590366e-01
-8.7200000000e-01,-9.9041667036e-01
-8.6800000000e-01,-9.9041743700e-01
-8.6400000000e-01,-9.9041820357e-01
-8.6000000000e-01,-9.9041897008e-01
-8.5600000000e-01,-9.9041973654e-01
-8.5200000000e-01,-9.9042050293e-01
-8.4800000000e-01,-9.9042126926e-01
-8.4400000000e-01,-9.9042203552e-01
-8.4000000000e-01,-9.9042280173e-01
-8.3600000000e-01,-9.9042356788e-01
-8.3200000000e-01,-9.9042433396e-01
-8.2800000000e-01,-9.9042509998e-01
-8.2400000000e-01,-9.9042586594e-01
-8.2000000000e-01,-9.9042663184e-01
-8.1600000000e-01,-9.9042739768e-01
-8.1200000000e-01,-9.9042816346e-01
-8.0800000000e-01,-9.9042892918e-01
-8.0400000000e-01,-9.9042969483e-01
-8.0000000000e-01,-9.9043046043e-01
-7.9600000000e-01,-9.9043122596e-01
-7.9200000000e-01,-9.9043199143e-01
-7.8800000000e-01,-9.9043275684e-01
-7.8400000000e-01,-9.9043352219e-01
-7.8000000000e-01,-9.9043428748e-01
-7.7600000000e-01,-9.9043505270e-01
-7.7200000000e-01,-9.9043581787e-01
-7.6800000000e-01,-9.9043658297e-01
-7.6400000000e-01,-9.9043734801e-01
-7.6000000000e-01,-9.9043811300e-01
-7.5600000000e-01,-9.9043887792e-01
-7.5200000000e-01,-9.9043964278e-01
-7.4800000000e-01,-9.9044040757e-01
-7.4400000000e-01,-9.9044117231e-01
-7.4000000000e-01,-9.9044193699e-01
-7.3600000000e-01,-9.9044270160e-01
-7.3200000000e-01,-9.9044346615e-01
-7.2800000000e-01,-9.9044423065e-01
-7.2400000000e-01,-9.9044499508e-01
-7.2000000000e-01,-9.9044575945e-01
-7.1600000000e-01,-9.9044652375e-01
-7.1200000000e-01,-9.9044728800e-01
-7.0800000000e-01,-9.9044805219e-01
-7.0400000000e-01,-9.9044881631e-01
-7.0000000000e-01,-9.9044958038e-01
-6.9600000000e-01,-9.9045034438e-01
-6.9200000000e-01,-9.9045110832e-01
-6.8800000000e-01,-9.9045187220e-01
-6.8400000000e-01,-9.9045263602e-01
-6.8000000000e-01,-9.9045339978e-01
-6.7600000000e-01,-9.9045416348e-01
-6.7200000000e-01,-9.9045492712e-01
-6.6800000000e-01,-9.9045569069e-01
-6.6400000000e-01,-9.9045645421e-01
-6.6000000000e-01,-9.9045721766e-01
-6.5600000000e-01,-9.9045798105e-01
-6.5200000000e-01,-9.9045874438e-01
-6.4800000000e-01,-9.9045950765e-01
-6.4400000000e-01,-9.9046027086e-01
-6.4000000000e-01,-9.9046103401e-01
-6.3600000000e-01,-9.9046179709e-01
-6.3200000000e-01,-9.9046256012e-01
-6.2800000000e-01,-9.9046332309e-01
-6.2400000000e-01,-9.9046408599e-01
-6.2000000000e-01,-9.9046484883e-01
-6.1600000000e-01,-9.9046561161e-01
-6.1200000000e-01,-9.9046637433e-01
-6.0800000000e-01,-9.9046713699e-01
-6.0400000000e-01,-9.9046789959e-01
-6.0000000000e-01,-9.9046866213e-01
-5.9600000000e-01,-9.9046942461e-01
-5.9200000000e-01,-9.9047018702e-01
-5.8800000000e-01,-9.9047094938e-01
-5.8400000000e-01,-9.9047171167e-01
-5.8000000000e-01,-9.9047247390e-01
-5.7600000000e-01,-9.9047323607e-01
-5.7200000000e-01,-9.9047399818e-01
-5.6800000000e-01,-9.9047476023e-01
-5.6400000000e-01,-9.9047552222e-01
-5.6000000000e-01,-9.9047628415e-01
-5.5600000000e-01,-9.9047704602e-01
-5.5200000000e-01,-9.9047780782e-01
-5.4800000000e-01,-9.9047856957e-01
-5.4400000000e-01,-9.9047933125e-01
-5.4000000000e-01,-9.9048009287e-01
-5.3600000000e-01,-9.9048085444e-01
-5.3200000000e-01,-9.9048161594e-01
-5.2800000000e-01,-9.9048237738e-01
-5.2400000000e-01,-9.9048313876e-01
-5.2000000000e-01,-9.9048390008e-01
-5.1600000000e-01,-9.9048466133e-01
-5.1200000000e-01,-9.9048542253e-01
-5.0800000000e-01,-9.9048618367e-01
-5.0400000000e-01,-9.9048694474e-01
-5.0000000000e-01,-9.9048770575e-01
-4.9600000000e-01,-9.9048846671e-01
-4.9200000000e-01,-9.9048922760e-01
-4.8800000000e-01,-9.9048998843e-01
-4.8400000000e-01,-9.9049074920e-01
-4.8000000000e-01,-9.9049150991e-01
-4.7600000000e-01,-9.9049227056e-01
-4.7200000000e-01,-9.9049303115e-01
-4.6800000000e-01,-9.9049379168e-01
-4.6400000000e-01,-9.9049455214e-01
-4.6000000000e-01,-9.9049531255e-01
-4.5600000000e-01,-9.9049607289e-01
-4.5200000000e-01,-9.9049683318e-01
-4.4800000000e-01,-9.9049759340e-01
-4.4400000000e-01,-9.9049835356e-01
-4.4000000000e-01,-9.9049911366e-01
-4.3600000000e-01,-9.9049987370e-01
-4.3200000000e-01,-9.9050063368e-01
-4.2800000000e-01,-9.9050139360e-01
-4.2400000000e-01,-9.9050215346e-01
-4.2000000000e-01,-9.9050291326e-01
-4.1600000000e-01,-9.9050367299e-01
-4.1200000000e-01,-9.9050443267e-01
-4.0800000000e-01,-9.9050519228e-01
-4.0400000000e-01,-9.9050595184e-01
-4.0000000000e-01,-9.9050671133e-01
-3.9600000000e-01,-9.9050747076e-01
-3.9200000000e-01,-9.9050823014e-01
-3.8800000000e-01,-9.9050898945e-01
-3.8400000000e-01,-9.9050974870e-01
-3.8000000000e-01,-9.9051050789e-01
-3.7600000000e-01,-9.9051126702e-01
-3.7200000000e-01,-9.9051202608e-01
-3.6800000000e-01,-9.9051278509e-01
-3.6400000000e-01,-9.9051354404e-01
-3.6000000000e-01,-9.9051430293e-01
-3.5600000000e-01,-9.9051506175e-01
-3.5200000000e-01,-9.9051582052e-01
-3.4800000000e-01,-9.9051657922e-01
-3.4400000000e-01,-9.9051733786e-01
-3.4000000000e-01,-9.9051809645e-01
-3.3600000000e-01,-9.9051885497e-01
-3.3200000000e-01,-9.9051961343e-01
-3.2800000000e-01,-9.9052037183e-01
-3.2400000000e-01,-9.9052113017e-01
-3.2000000000e-01,-9.9052188845e-01
-3.1600000000e-01,-9.9052264667e-01
-3.1200000000e-01,-9.9052340483e-01
-3.0800000000e-01,-9.9052416292e-01
-3.0400000000e-01,-9.9052492096e-01
-3.0000000000e-01,-9.9052567893e-01
-2.9600000000e-01,-9.9052643685e-01
-2.9200000000e-01,-9.9052719471e-01
-2.8800000000e-01,-9.9052795250e-01
-2.8400000000e-01,-9.9052871023e-01
-2.8000000000e-01,-9.9052946791e-01
-2.7600000000e-01,-9.9053022552e-01
-2.7200000000e-01,-9.9053098307e-01
-2.6800000000e-01,-9.9053174056e-01
-2.6400000000e-01,-9.9053249799e-01
-2.6000000000e-01,-9.9053325536e-01
-2.5600000000e-01,-9.9053401267e-01
-2.5200000000e-01,-9.9053476992e-01
-2.4800000000e-01,-9.9053552711e-01
-2.4400000000e-01,-9.9053628423e-01
-2.4000000000e-01,-9.9053704130e-01
-2.3600000000e-01,-9.9053779831e-01
-2.3200000000e-01,-9.9053855525e-01
-2.2800000000e-01,-9.9053931214e-01
-2.2400000000e-01,-9.9054006896e-01
-2.2000000000e-01,-9.9054082573e-01
-2.1600000000e-01,-9.9054158243e-01
-2.1200000000e-01,-9.9054233907e-01
-2.0800000000e-01,-9.9054309566e-01
-2.0400000000e-01,-9.9054385218e-01
-2.0000000000e-01,-9.9054460864e-01
-1.9600000000e-01,-9.9054536504e-01
-1.9200000000e-01,-9.9054612138e-01
-1.8800000000e-01,-9.9054687766e-01
-1.8400000000e-01,-9.9054763388e-01
-1.8000000000e-01,-9.9054839004e-01
-1.7600000000e-01,-9.9054914614e-01
-1.7200000000e-01,-9.9054990218e-01
-1.6800000000e-01,-9.9055065816e-01
-1.6400000000e-01,-9.9055141407e-01
-1.6000000000e-01,-9.9055216993e-01
-1.5600000000e-01,-9.9055292573e-01
-1.5200000000e-01,-9.9055368146e-01
-1.4800000000e-01,-9.9055443714e-01
-1.4400000000e-01,-9.9055519275e-01
-1.4000000000e-01,-9.9055594831e-01
-1.3600000000e-01,-9.9055670380e-01
-1.3200000000e-01,-9.9055745923e-01
-1.2800000000e-01,-9.9055821461e-01
-1.2400000000e-01,-9.9055896992e-01
-1.2000000000e-01,-9.9055972517e-01
-1.1600000000e-01,-9.9056048036e-01
-1.1200000000e-01,-9.9056123549e-01
-1.0800000000e-01,-9.9056199056e-01
-1.0400000000e-01,-9.9056274558e-01
-1.0000000000e-01,-9.9056350053e-01
-9.6000000000e-02,-9.9056425542e-01
-9.2000000000e-02,-9.9056501024e-01
-8.8000000000e-02,-9.9056576501e-01
-8.4000000000e-02,-9.9056651972e-01
-8.0000000000e-02,-9.9056727437e-01
-7.6000000000e-02,-9.9056802896e-01
-7.2000000000e-02,-9.9056878349e-01
-6.8000000000e-02,-9.9056953795e-01
-6.4000000000e-02,-9.9057029236e-01
-6.0000000000e-02,-9.9057104671e-01
-5.6000000000e-02,-9.9057180099e-01
-5.2000000000e-02,-9.9057255522e-01
-4.8000000000e-02,-9.9057330938e-01
-4.4000000000e-02,-9.9057406349e-01
-4.0000000000e-02,-9.9057481753e-01
-3.6000000000e-02,-9.9057557152e-01
-3.2000000000e-02,-9.9057632544e-01
-2.8000000000e-02,-9.9057707931e-01
-2.4000000000e-02,-9.9057783311e-01
-2.0000000000e-02,-9.9057858685e-01
-1.6000000000e-02,-9.9057934054e-01
-1.2000000000e-02,-9.9058009416e-01
-8.0000000000e-03,-9.9058084772e-01
-4.0000000000e-03,-9.9058160122e-01
0.0000000000e+00,-9.9058235466e-01
4.0000000000e-03,-9.9058310805e-01
8.0000000000e-03,-9.9058386137e-01
1.2000000000e-02,-9.9058461463e-01
1.6000000000e-02,-9.9058536783e-01
2.0000000000e-02,-9.9058612097e-01
2.4000000000e-02,-9.9058687405e-01
2.8000000000e-02,-9.9058762707e-01
3.2000000000e-02,-9.9058838003e-01
3.6000000000e-02,-9.9058913293e-01
4.0000000000e-02,-9.9058988577e-01
4.4000000000e-02,-9.9059063855e-01
4.8000000000e-02,-9.9059139127e-01
5.2000000000e-02,-9.9059214392e-01
5.6000000000e-02,-9.9059289652e-01
6.0000000000e-02,-9.9059364906e-01
6.4000000000e-02,-9.9059440154e-01
6.8000000000e-02,-9.9059515396e-01
7.2000000000e-02,-9.9059590631e-01
7.6000000000e-02,-9.9059665861e-01
8.0000000000e-02,-9.9059741085e-01
8.4000000000e-02,-9.9059816303e-01
8.8000000000e-02,-9.9059891514e-01
9.2000000000e-02,-9.9059966720e-01
9.6000000000e-02,-9.9060041920e-01
1.0000000000e-01,-9.9060117113e-01
1.0400000000e-01,-9.9060192301e-01
1.0800000000e-01,-9.9060267482e-01
1.1200000000e-01,-9.9060342658e-01
1.1600000000e-01,-9.9060417828e-01
1.2000000000e-01,-9.9060492991e-01
1.2400000000e-01,-9.9060568149e-01
1.2800000000e-01,-9.9060643300e-01
1.3200000000e-01,-9.9060718446e-01
1.3600000000e-01,-9.9060793585e-01
1.4000000000e-01,-9.9060868719e-01
1.4400000000e-01,-9.9060943846e-01
1.4800000000e-01,-9.9061018968e-01
1.5200000000e-01,-9.9061094083e-01
1.5600000000e-01,-9.9061169193e-01
1.6000000000e-01,-9.9061244296e-01
1.6400000000e-01,-9.9061319394e-01
1.6800000000e-01,-9.9061394485e-01
1.7200000000e-01,-9.9061469571e-01
