N,eta
-2.0080000000e+00,1.2410878652e+00
-2.0040000000e+00,1.2436916886e+00
-2.0000000000e+00,1.2463006514e+00
-1.9960000000e+00,1.2489147628e+00
-1.9920000000e+00,1.2515340319e+00
-1.9880000000e+00,1.2541584677e+00
-1.9840000000e+00,1.2567880794e+00
-1.9800000000e+00,1.2594228762e+00
-1.9760000000e+00,1.2620628670e+00
-1.9720000000e+00,1.2647080609e+00
-1.9680000000e+00,1.2673584672e+00
-1.9640000000e+00,1.2700140949e+00
-1.9600000000e+00,1.2726749531e+00
-1.9560000000e+00,1.2753410510e+00
-1.9520000000e+00,1.2780123975e+00
-1.9480000000e+00,1.2806890019e+00
-1.9440000000e+00,1.2833708732e+00
-1.9400000000e+00,1.2860580206e+00
-1.9360000000e+00,1.2887504531e+00
-1.9320000000e+00,1.2914481799e+00
-1.9280000000e+00,1.2941512100e+00
-1.9240000000e+00,1.2968595525e+00
-1.9200000000e+00,1.2995732166e+00
-1.9160000000e+00,1.3022922113e+00
-1.9120000000e+00,1.3050165458e+00
-1.9080000000e+00,1.3077462290e+00
-1.9040000000e+00,1.3104812701e+00
-1.9000000000e+00,1.3132216782e+00
-1.8960000000e+00,1.3159674624e+00
-1.8920000000e+00,1.3187186316e+00
-1.8880000000e+00,1.3214751951e+00
-1.8840000000e+00,1.3242371617e+00
-1.8800000000e+00,1.3270045407e+00
-1.8760000000e+00,1.3297773410e+00
-1.8720000000e+00,1.3325555716e+00
-1.8680000000e+00,1.3353392417e+00
-1.8640000000e+00,1.3381283603e+00
-1.8600000000e+00,1.3409229363e+00
-1.8560000000e+00,1.3437229787e+00
-1.8520000000e+00,1.3465284967e+00
-1.8480000000e+00,1.3493394991e+00
-1.8440000000e+00,1.3521559951e+00
-1.8400000000e+00,1.3549779934e+00
-1.8360000000e+00,1.3578055032e+00
-1.8320000000e+00,1.3606385334e+00
-1.8280000000e+00,1.3634770929e+00
-1.8240000000e+00,1.3663211907e+00
-1.8200000000e+00,1.3691708357e+00
-1.8160000000e+00,1.3720260368e+00
-1.8120000000e+00,1.3748868030e+00
-1.8080000000e+00,1.3777531431e+00
-1.8040000000e+00,1.3806250659e+00
-1.8000000000e+00,1.3835025805e+00
-1.7960000000e+00,1.3863856955e+00
-1.7920000000e+00,1.3892744199e+00
-1.7880000000e+00,1.3921687625e+00
-1.7840000000e+00,1.3950687321e+00
-1.7800000000e+00,1.3979743375e+00
-1.7760000000e+00,1.4008855875e+00
-1.7720000000e+00,1.4038024908e+00
-1.7680000000e+00,1.4067250562e+00
-1.7640000000e+00,1.4096532924e+00
-1.7600000000e+00,1.4125872081e+00
-1.7560000000e+00,1.4155268120e+00
-1.7520000000e+00,1.4184721128e+00
-1.7480000000e+00,1.4214231191e+00
-1.7440000000e+00,1.4243798396e+00
-1.7400000000e+00,1.4273422828e+00
-1.7360000000e+00,1.4303104575e+00
-1.7320000000e+00,1.4332843721e+00
-1.7280000000e+00,1.4362640352e+00
-1.7240000000e+00,1.4392494553e+00
-1.7200000000e+00,1.4422406409e+00
-1.7160000000e+00,1.4452376005e+00
-1.7120000000e+00,1.4482403426e+00
-1.7080000000e+00,1.4512488755e+00
-1.7040000000e+00,1.4542632078e+00
-1.7000000000e+00,1.4572833476e+00
-1.6960000000e+00,1.4603093035e+00
-1.6920000000e+00,1.4633410838e+00
-1.6880000000e+00,1.4663786966e+00
-1.6840000000e+00,1.4694221504e+00
-1.6800000000e+00,1.4724714532e+00
-1.6760000000e+00,1.4755266134e+00
-1.6720000000e+00,1.4785876391e+00
-1.6680000000e+00,1.4816545385e+00
-1.6640000000e+00,1.4847273196e+00
-1.6600000000e+00,1.4878059905e+00
-1.6560000000e+00,1.4908905593e+00
-1.6520000000e+00,1.4939810340e+00
-1.6480000000e+00,1.4970774226e+00
-1.6440000000e+00,1.5001797329e+00
-1.6400000000e+00,1.5032879730e+00
-1.6360000000e+00,1.5064021506e+00
-1.6320000000e+00,1.5095222736e+00
-1.6280000000e+00,1.5126483498e+00
-1.6240000000e+00,1.5157803870e+00
-1.6200000000e+00,1.5189183927e+00
-1.6160000000e+00,1.5220623748e+00
-1.6120000000e+00,1.5252123407e+00
-1.6080000000e+00,1.5283682982e+00
-1.6040000000e+00,1.5315302547e+00
-1.6000000000e+00,1.5346982177e+00
-1.5960000000e+00,1.5378721947e+00
-1.5920000000e+00,1.5410521931e+00
-1.5880000000e+00,1.5442382202e+00
-1.5840000000e+00,1.5474302834e+00
-1.5800000000e+00,1.5506283898e+00
-1.5760000000e+00,1.5538325467e+00
-1.5720000000e+00,1.5570427613e+00
-1.5680000000e+00,1.5602590406e+00
-1.5640000000e+00,1.5634813917e+00
-1.5600000000e+00,1.5667098216e+00
-1.5560000000e+00,1.5699443372e+00
-1.5520000000e+00,1.5731849454e+00
-1.5480000000e+00,1.5764316531e+00
-1.5440000000e+00,1.5796844670e+00
-1.5400000000e+00,1.5829433938e+00
-1.5360000000e+00,1.5862084401e+00
-1.5320000000e+00,1.5894796127e+00
-1.5280000000e+00,1.5927569179e+00
-1.5240000000e+00,1.5960403623e+00
-1.5200000000e+00,1.5993299522e+00
-1.5160000000e+00,1.6026256940e+00
-1.5120000000e+00,1.6059275940e+00
-1.5080000000e+00,1.6092356583e+00
-1.5040000000e+00,1.6125498931e+00
-1.5000000000e+00,1.6158703044e+00
-1.4960000000e+00,1.6191968983e+00
-1.4920000000e+00,1.6225296807e+00
-1.4880000000e+00,1.6258686573e+00
-1.4840000000e+00,1.6292138340e+00
-1.4800000000e+00,1.6325652165e+00
-1.4760000000e+00,1.6359228104e+00
-1.4720000000e+00,1.6392866212e+00
-1.4680000000e+00,1.6426566543e+00
-1.4640000000e+00,1.6460329152e+00
-1.4600000000e+00,1.6494154092e+00
-1.4560000000e+00,1.6528041414e+00
-1.4520000000e+00,1.6561991171e+00
-1.4480000000e+00,1.6596003411e+00
-1.4440000000e+00,1.6630078186e+00
-1.4400000000e+00,1.6664215542e+00
-1.4360000000e+00,1.6698415529e+00
-1.4320000000e+00,1.6732678193e+00
-1.4280000000e+00,1.6767003580e+00
-1.4240000000e+00,1.6801391735e+00
-1.4200000000e+00,1.6835842701e+00
-1.4160000000e+00,1.6870356523e+00
-1.4120000000e+00,1.6904933240e+00
-1.4080000000e+00,1.6939572896e+00
-1.4040000000e+00,1.6974275529e+00
-1.4000000000e+00,1.7009041179e+00
-1.3960000000e+00,1.7043869884e+00
-1.3920000000e+00,1.7078761680e+00
-1.3880000000e+00,1.7113716602e+00
-1.3840000000e+00,1.7148734687e+00
-1.3800000000e+00,1.7183815966e+00
-1.3760000000e+00,1.7218960474e+00
-1.3720000000e+00,1.7254168239e+00
-1.3680000000e+00,1.7289439294e+00
-1.3640000000e+00,1.7324773666e+00
-1.3600000000e+00,1.7360171384e+00
-1.3560000000e+00,1.7395632473e+00
-1.3520000000e+00,1.7431156959e+00
-1.3480000000e+00,1.7466744866e+00
-1.3440000000e+00,1.7502396217e+00
-1.3400000000e+00,1.7538111033e+00
-1.3360000000e+00,1.7573889333e+00
-1.3320000000e+00,1.7609731138e+00
-1.3280000000e+00,1.7645636464e+00
-1.3240000000e+00,1.7681605327e+00
-1.3200000000e+00,1.7717637742e+00
-1.3160000000e+00,1.7753733722e+00
-1.3120000000e+00,1.7789893279e+00
-1.3080000000e+00,1.7826116424e+00
-1.3040000000e+00,1.7862403165e+00
-1.3000000000e+00,1.7898753510e+00
-1.2960000000e+00,1.7935167465e+00
-1.2920000000e+00,1.7971645034e+00
-1.2880000000e+00,1.8008186221e+00
-1.2840000000e+00,1.8044791025e+00
-1.2800000000e+00,1.8081459448e+00
-1.2760000000e+00,1.8118191488e+00
-1.2720000000e+00,1.8154987141e+00
-1.2680000000e+00,1.8191846401e+00
-1.2640000000e+00,1.8228769262e+00
-1.2600000000e+00,1.8265755717e+00
-1.2560000000e+00,1.8302805753e+00
-1.2520000000e+00,1.8339919360e+00
-1.2480000000e+00,1.8377096524e+00
-1.2440000000e+00,1.8414337229e+00
-1.2400000000e+00,1.8451641459e+00
-1.2360000000e+00,1.8489009194e+00
-1.2320000000e+00,1.8526440413e+00
-1.2280000000e+00,1.8563935093e+00
-1.2240000000e+00,1.8601493210e+00
-1.2200000000e+00,1.8639114737e+00
-1.2160000000e+00,1.8676799646e+00
-1.2120000000e+00,1.8714547907e+00
-1.2080000000e+00,1.8752359485e+00
-1.2040000000e+00,1.8790234348e+00
-1.2000000000e+00,1.8828172459e+00
-1.1960000000e+00,1.8866173779e+00
-1.1920000000e+00,1.8904238267e+00
-1.1880000000e+00,1.8942365881e+00
-1.1840000000e+00,1.8980556576e+00
-1.1800000000e+00,1.9018810305e+00
-1.1760000000e+00,1.9057127018e+00
-1.1720000000e+00,1.9095506663e+00
-1.1680000000e+00,1.9133949188e+00
-1.1640000000e+00,1.9172454537e+00
-1.1600000000e+00,1.9211022650e+00
-1.1560000000e+00,1.9249653468e+00
-1.1520000000e+00,1.9288346927e+00
-1.1480000000e+00,1.9327102963e+00
-1.1440000000e+00,1.9365921507e+00
-1.1400000000e+00,1.9404802490e+00
-1.1360000000e+00,1.9443745838e+00
-1.1320000000e+00,1.9482751477e+00
-1.1280000000e+00,1.9521819330e+00
-1.1240000000e+00,1.9560949315e+00
-1.1200000000e+00,1.9600141352e+00
-1.1160000000e+00,1.9639395353e+00
-1.1120000000e+00,1.9678711233e+00
-1.1080000000e+00,1.9718088899e+00
-1.1040000000e+00,1.9757528259e+00
-1.1000000000e+00,1.9797029217e+00
-1.0960000000e+00,1.9836591675e+00
-1.0920000000e+00,1.9876215531e+00
-1.0880000000e+00,1.9915900680e+00
-1.0840000000e+00,1.9955647017e+00
-1.0800000000e+00,1.9995454431e+00
-1.0760000000e+00,2.0035322810e+00
-1.0720000000e+00,2.0075252038e+00
-1.0680000000e+00,2.0115241996e+00
-1.0640000000e+00,2.0155292563e+00
-1.0600000000e+00,2.0195403615e+00
-1.0560000000e+00,2.0235575025e+00
-1.0520000000e+00,2.0275806661e+00
-1.0480000000e+00,2.0316098390e+00
-1.0440000000e+00,2.0356450075e+00
-1.0400000000e+00,2.0396861578e+00
-1.0360000000e+00,2.0437332753e+00
-1.0320000000e+00,2.0477863457e+00
-1.0280000000e+00,2.0518453538e+00
-1.0240000000e+00,2.0559102844e+00
-1.0200000000e+00,2.0599811220e+00
-1.0160000000e+00,2.0640578506e+00
-1.0120000000e+00,2.0681404539e+00
-1.0080000000e+00,2.0722289154e+00
-1.0040000000e+00,2.0763232181e+00
-1.0000000000e+00,2.0804233447e+00
-9.9600000000e-01,2.0845292776e+00
-9.9200000000e-01,2.0886409988e+00
-9.8800000000e-01,2.0927584900e+00
-9.8400000000e-01,2.0968817325e+00
-9.8000000000e-01,2.1010107072e+00
-9.7600000000e-01,2.1051453947e+00
-9.7200000000e-01,2.1092857753e+00
-9.6800000000e-01,2.1134318288e+00
-9.6400000000e-01,2.1175835347e+00
-9.6000000000e-01,2.1217408722e+00
-9.5600000000e-01,2.1259038199e+00
-9.5200000000e-01,2.1300723562e+00
-9.4800000000e-01,2.1342464591e+00
-9.4400000000e-01,2.1384261063e+00
-9.4000000000e-01,2.1426112748e+00
-9.3600000000e-01,2.1468019415e+00
-9.3200000000e-01,2.1509980829e+00
-9.2800000000e-01,2.1551996750e+00
-9.2400000000e-01,2.1594066933e+00
-9.2000000000e-01,2.1636191132e+00
-9.1600000000e-01,2.1678369094e+00
-9.1200000000e-01,2.1720600563e+00
-9.0800000000e-01,2.1762885280e+00
-9.0400000000e-01,2.1805222980e+00
-9.0000000000e-01,2.1847613396e+00
-8.9600000000e-01,2.1890056254e+00
-8.9200000000e-01,2.1932551278e+00
-8.8800000000e-01,2.1975098188e+00
-8.8400000000e-01,2.2017696697e+00
-8.8000000000e-01,2.2060346517e+00
-8.7600000000e-01,2.2103047354e+00
-8.7200000000e-01,2.2145798910e+00
-8.6800000000e-01,2.2188600882e+00
-8.6400000000e-01,2.2231452964e+00
-8.6000000000e-01,2.2274354844e+00
-8.5600000000e-01,2.2317306206e+00
-8.5200000000e-01,2.2360306732e+00
-8.4800000000e-01,2.2403356095e+00
-8.4400000000e-01,2.2446453967e+00
-8.4000000000e-01,2.2489600014e+00
-8.3600000000e-01,2.2532793899e+00
-8.3200000000e-01,2.2576035278e+00
-8.2800000000e-01,2.2619323804e+00
-8.2400000000e-01,2.2662659126e+00
-8.2000000000e-01,2.2706040886e+00
-8.1600000000e-01,2.2749468724e+00
-8.1200000000e-01,2.2792942274e+00
-8.0800000000e-01,2.2836461166e+00
-8.0400000000e-01,2.2880025024e+00
-8.0000000000e-01,2.2923633468e+00
-7.9600000000e-01,2.2967286114e+00
-7.9200000000e-01,2.3010982572e+00
-7.8800000000e-01,2.3054722450e+00
-7.8400000000e-01,2.3098505346e+00
-7.8000000000e-01,2.3142330859e+00
-7.7600000000e-01,2.3186198579e+00
-7.7200000000e-01,2.3230108094e+00
-7.6800000000e-01,2.3274058985e+00
-7.6400000000e-01,2.3318050830e+00
-7.6000000000e-01,2.3362083200e+00
-7.5600000000e-01,2.3406155664e+00
-7.5200000000e-01,2.3450267784e+00
-7.4800000000e-01,2.3494419118e+00
-7.4400000000e-01,2.3538609218e+00
-7.4000000000e-01,2.3582837633e+00
-7.3600000000e-01,2.3627103906e+00
-7.3200000000e-01,2.3671407575e+00
-7.2800000000e-01,2.3715748173e+00
-7.2400000000e-01,2.3760125230e+00
-7.2000000000e-01,2.3804538269e+00
-7.1600000000e-01,2.3848986808e+00
-7.1200000000e-01,2.3893470361e+00
-7.0800000000e-01,2.3937988438e+00
-7.0400000000e-01,2.3982540542e+00
-7.0000000000e-01,2.4027126173e+00
-6.9600000000e-01,2.4071744825e+00
-6.9200000000e-01,2.4116395988e+00
-6.8800000000e-01,2.4161079146e+00
-6.8400000000e-01,2.4205793779e+00
-6.8000000000e-01,2.4250539361e+00
-6.7600000000e-01,2.4295315364e+00
-6.7200000000e-01,2.4340121253e+00
-6.6800000000e-01,2.4384956487e+00
-6.6400000000e-01,2.4429820522e+00
-6.6000000000e-01,2.4474712811e+00
-6.5600000000e-01,2.4519632797e+00
-6.5200000000e-01,2.4564579924e+00
-6.4800000000e-01,2.4609553627e+00
-6.4400000000e-01,2.4654553338e+00
-6.4000000000e-01,2.4699578486e+00
-6.3600000000e-01,2.4744628491e+00
-6.3200000000e-01,2.4789702773e+00
-6.2800000000e-01,2.4834800744e+00
-6.2400000000e-01,2.4879921813e+00
-6.2000000000e-01,2.4925065384e+00
-6.1600000000e-01,2.4970230857e+00
-6.1200000000e-01,2.5015417626e+00
-6.0800000000e-01,2.5060625083e+00
-6.0400000000e-01,2.5105852613e+00
-6.0000000000e-01,2.5151099597e+00
-5.9600000000e-01,2.5196365414e+00
-5.9200000000e-01,2.5241649435e+00
-5.8800000000e-01,2.5286951030e+00
-5.8400000000e-01,2.5332269562e+00
-5.8000000000e-01,2.5377604391e+00
-5.7600000000e-01,2.5422954874e+00
-5.7200000000e-01,2.5468320362e+00
-5.6800000000e-01,2.5513700201e+00
-5.6400000000e-01,2.5559093737e+00
-5.6000000000e-01,2.5604500307e+00
-5.5600000000e-01,2.5649919247e+00
-5.5200000000e-01,2.5695349888e+00
-5.4800000000e-01,2.5740791558e+00
-5.4400000000e-01,2.5786243581e+00
-5.4000000000e-01,2.5831705276e+00
-5.3600000000e-01,2.5877175960e+00
-5.3200000000e-01,2.5922654943e+00
-5.2800000000e-01,2.5968141537e+00
-5.2400000000e-01,2.6013635044e+00
-5.2000000000e-01,2.6059134768e+00
-5.1600000000e-01,2.6104640005e+00
-5.1200000000e-01,2.6150150051e+00
-5.0800000000e-01,2.6195664198e+00
-5.0400000000e-01,2.6241181732e+00
-5.0000000000e-01,2.6286701939e+00
-4.9600000000e-01,2.6332224101e+00
-4.9200000000e-01,2.6377747497e+00
-4.8800000000e-01,2.6423271401e+00
-4.8400000000e-01,2.6468795086e+00
-4.8000000000e-01,2.6514317822e+00
-4.7600000000e-01,2.6559838877e+00
-4.7200000000e-01,2.6605357514e+00
-4.6800000000e-01,2.6650872994e+00
-4.6400000000e-01,2.6696384577e+00
-4.6000000000e-01,2.6741891518e+00
-4.5600000000e-01,2.6787393073e+00
-4.5200000000e-01,2.6832888491e+00
-4.4800000000e-01,2.6878377024e+00
-4.4400000000e-01,2.6923857917e+00
-4.4000000000e-01,2.6969330415e+00
-4.3600000000e-01,2.7014793762e+00
-4.3200000000e-01,2.7060247198e+00
-4.2800000000e-01,2.7105689963e+00
-4.2400000000e-01,2.7151121293e+00
-4.2000000000e-01,2.7196540424e+00
-4.1600000000e-01,2.7241946591e+00
-4.1200000000e-01,2.7287339024e+00
-4.0800000000e-01,2.7332716956e+00
-4.0400000000e-01,2.7378079615e+00
-4.0000000000e-01,2.7423426231e+00
-3.9600000000e-01,2.7468756029e+00
-3.9200000000e-01,2.7514068236e+00
-3.8800000000e-01,2.7559362078e+00
-3.8400000000e-01,2.7604636777e+00
-3.8000000000e-01,2.7649891558e+00
-3.7600000000e-01,2.7695125642e+00
-3.7200000000e-01,2.7740338252e+00
-3.6800000000e-01,2.7785528609e+00
-3.6400000000e-01,2.7830695934e+00
-3.6000000000e-01,2.7875839447e+00
-3.5600000000e-01,2.7920958370e+00
-3.5200000000e-01,2.7966051921e+00
-3.4800000000e-01,2.8011119321e+00
-3.4400000000e-01,2.8056159791e+00
-3.4000000000e-01,2.8101172550e+00
-3.3600000000e-01,2.8146156819e+00
-3.3200000000e-01,2.8191111819e+00
-3.2800000000e-01,2.8236036771e+00
-3.2400000000e-01,2.8280930897e+00
-3.2000000000e-01,2.8325793420e+00
-3.1600000000e-01,2.8370623562e+00
-3.1200000000e-01,2.8415420548e+00
-3.0800000000e-01,2.8460183603e+00
-3.0400000000e-01,2.8504911952e+00
-3.0000000000e-01,2.8549604823e+00
-2.9600000000e-01,2.8594261444e+00
-2.9200000000e-01,2.8638881045e+00
-2.8800000000e-01,2.8683462856e+00
-2.8400000000e-01,2.8728006111e+00
-2.8000000000e-01,2.8772510043e+00
-2.7600000000e-01,2.8816973889e+00
-2.7200000000e-01,2.8861396885e+00
-2.6800000000e-01,2.8905778273e+00
-2.6400000000e-01,2.8950117292e+00
-2.6000000000e-01,2.8994413188e+00
-2.5600000000e-01,2.9038665206e+00
-2.5200000000e-01,2.9082872595e+00
-2.4800000000e-01,2.9127034604e+00
-2.4400000000e-01,2.9171150488e+00
-2.4000000000e-01,2.9215219501e+00
-2.3600000000e-01,2.9259240903e+00
-2.3200000000e-01,2.9303213954e+00
-2.2800000000e-01,2.9347137918e+00
-2.2400000000e-01,2.9391012063e+00
-2.2000000000e-01,2.9434835658e+00
-2.1600000000e-01,2.9478607977e+00
-2.1200000000e-01,2.9522328296e+00
-2.0800000000e-01,2.9565995894e+00
-2.0400000000e-01,2.9609610055e+00
-2.0000000000e-01,2.9653170066e+00
-1.9600000000e-01,2.9696675215e+00
-1.9200000000e-01,2.9740124799e+00
-1.8800000000e-01,2.9783518112e+00
-1.8400000000e-01,2.9826854459e+00
-1.8000000000e-01,2.9870133142e+00
-1.7600000000e-01,2.9913353473e+00
-1.7200000000e-01,2.9956514763e+00
-1.6800000000e-01,2.9999616332e+00
-1.6400000000e-01,3.0042657499e+00
-1.6000000000e-01,3.0085637593e+00
-1.5600000000e-01,3.0128555942e+00
-1.5200000000e-01,3.0171411882e+00
-1.4800000000e-01,3.0214204752e+00
-1.4400000000e-01,3.0256933896e+00
-1.4000000000e-01,3.0299598664e+00
-1.3600000000e-01,3.0342198408e+00
-1.3200000000e-01,3.0384732486e+00
-1.2800000000e-01,3.0427200262e+00
-1.2400000000e-01,3.0469601104e+00
-1.2000000000e-01,3.0511934386e+00
-1.1600000000e-01,3.0554199484e+00
-1.1200000000e-01,3.0596395782e+00
-1.0800000000e-01,3.0638522670e+00
-1.0400000000e-01,3.0680579540e+00
-1.0000000000e-01,3.0722565791e+00
-9.6000000000e-02,3.0764480829e+00
-9.2000000000e-02,3.0806324063e+00
-8.8000000000e-02,3.0848094907e+00
-8.4000000000e-02,3.0889792784e+00
-8.0000000000e-02,3.0931417119e+00
-7.6000000000e-02,3.0972967345e+00
-7.2000000000e-02,3.1014442899e+00
-6.8000000000e-02,3.1055843224e+00
-6.4000000000e-02,3.1097167771e+00
-6.0000000000e-02,3.1138415993e+00
-5.6000000000e-02,3.1179587351e+00
-5.2000000000e-02,3.1220681313e+00
-4.8000000000e-02,3.1261697351e+00
-4.4000000000e-02,3.1302634944e+00
-4.0000000000e-02,3.1343493576e+00
-3.6000000000e-02,3.1384272737e+00
-3.2000000000e-02,3.1424971925e+00
-2.8000000000e-02,3.1465590643e+00
-2.4000000000e-02,3.1506128398e+00
-2.0000000000e-02,3.1546584707e+00
-1.6000000000e-02,3.1586959091e+00
-1.2000000000e-02,3.1627251077e+00
-8.0000000000e-03,3.1667460198e+00
-4.0000000000e-03,3.1707585994e+00
0.0000000000e+00,3.1747628013e+00
4.0000000000e-03,3.1787585806e+00
8.0000000000e-03,3.1827458931e+00
1.2000000000e-02,3.1867246955e+00
1.6000000000e-02,3.1906949449e+00
2.0000000000e-02,3.1946565989e+00
2.4000000000e-02,3.1986096161e+00
2.8000000000e-02,3.2025539555e+00
3.2000000000e-02,3.2064895767e+00
3.6000000000e-02,3.2104164402e+00
4.0000000000e-02,3.2143345068e+00
4.4000000000e-02,3.2182437382e+00
4.8000000000e-02,3.2221440966e+00
5.2000000000e-02,3.2260355449e+00
5.6000000000e-02,3.2299180465e+00
6.0000000000e-02,3.2337915658e+00
6.4000000000e-02,3.2376560675e+00
6.8000000000e-02,3.2415115169e+00
7.2000000000e-02,3.2453578803e+00
7.6000000000e-02,3.2491951243e+00
8.0000000000e-02,3.2530232162e+00
8.4000000000e-02,3.2568421241e+00
8.8000000000e-02,3.2606518166e+00
9.2000000000e-02,3.2644522630e+00
9.6000000000e-02,3.2682434331e+00
1.0000000000e-01,3.2720252975e+00
1.0400000000e-01,3.2757978273e+00
1.0800000000e-01,3.2795609943e+00
1.1200000000e-01,3.2833147710e+00
1.1600000000e-01,3.2870591304e+00
1.2000000000e-01,3.2907940461e+00
1.2400000000e-01,3.2945194924e+00
1.2800000000e-01,3.2982354443e+00
1.3200000000e-01,3.3019418772e+00
1.3600000000e-01,3.3056387673e+00
1.4000000000e-01,3.3093260913e+00
1.4400000000e-01,3.3130038266e+00
1.4800000000e-01,3.3166719513e+00
1.5200000000e-01,3.3203304437e+00
1.5600000000e-01,3.3239792832e+00
1.6000000000e-01,3.3276184495e+00
1.6400000000e-01,3.3312479230e+00
1.6800000000e-01,3.3348676845e+00
1.7200000000e-01,3.3384777158e+00
1.7600000000e-01,3.3420779990e+00
1.8000000000e-01,3.3456685167e+00
1.8400000000e-01,3.3492492522e+00
1.8800000000e-01,3.3528201895e+00
1.9200000000e-01,3.3563813131e+00
1.9600000000e-01,3.3599326079e+00
2.0000000000e-01,3.3634740596e+00
2.0400000000e-01,3.3670056543e+00
2.0800000000e-01,3.3705273787e+00
2.1200000000e-01,3.3740392201e+00
2.1600000000e-01,3.3775411664e+00
2.2000000000e-01,3.3810332059e+00
2.2400000000e-01,3.3845153275e+00
2.2800000000e-01,3.3879875208e+00
2.3200000000e-01,3.3914497756e+00
2.3600000000e-01,3.3949020826e+00
2.4000000000e-01,3.3983444328e+00
2.4400000000e-01,3.4017768178e+00
2.4800000000e-01,3.4051992297e+00
2.5200000000e-01,3.4086116610e+00
2.5600000000e-01,3.4120141050e+00
2.6000000000e-01,3.4154065553e+00
2.6400000000e-01,3.4187890059e+00
2.6800000000e-01,3.4221614516e+00
2.7200000000e-01,3.4255238875e+00
2.7600000000e-01,3.4288763092e+00
2.8000000000e-01,3.4322187127e+00
2.8400000000e-01,3.4355510948e+00
2.8800000000e-01,3.4388734523e+00
2.9200000000e-01,3.4421857830e+00
2.9600000000e-01,3.4454880847e+00
3.0000000000e-01,3.4487803560e+00
3.0400000000e-01,3.4520625957e+00
3.0800000000e-01,3.4553348032e+00
3.1200000000e-01,3.4585969783e+00
3.1600000000e-01,3.4618491214e+00
3.2000000000e-01,3.4650912330e+00
3.2400000000e-01,3.4683233144e+00
3.2800000000e-01,3.4715453671e+00
3.3200000000e-01,3.4747573931e+00
3.3600000000e-01,3.4779593948e+00
3.4000000000e-01,3.4811513749e+00
3.4400000000e-01,3.4843333369e+00
3.4800000000e-01,3.4875052842e+00
3.5200000000e-01,3.4906672210e+00
3.5600000000e-01,3.4938191517e+00
3.6000000000e-01,3.4969610811e+00
3.6400000000e-01,3.5000930144e+00
3.6800000000e-01,3.5032149572e+00
3.7200000000e-01,3.5063269155e+00
3.7600000000e-01,3.5094288957e+00
3.8000000000e-01,3.5125209045e+00
3.8400000000e-01,3.5156029489e+00
3.8800000000e-01,3.5186750364e+00
3.9200000000e-01,3.5217371749e+00
3.9600000000e-01,3.5247893723e+00
4.0000000000e-01,3.5278316373e+00
4.0400000000e-01,3.5308639787e+00
4.0800000000e-01,3.5338864056e+00
4.1200000000e-01,3.5368989275e+00
4.1600000000e-01,3.5399015543e+00
4.2000000000e-01,3.5428942961e+00
4.2400000000e-01,3.5458771634e+00
4.2800000000e-01,3.5488501669e+00
4.3200000000e-01,3.5518133178e+00
4.3600000000e-01,3.5547666274e+00
4.4000000000e-01,3.5577101075e+00
4.4400000000e-01,3.5606437699e+00
4.4800000000e-01,3.5635676271e+00
4.5200000000e-01,3.5664816915e+00
4.5600000000e-01,3.5693859760e+00
4.6000000000e-01,3.5722804937e+00
4.6400000000e-01,3.5751652580e+00
4.6800000000e-01,3.5780402827e+00
4.7200000000e-01,3.5809055816e+00
4.7600000000e-01,3.5837611688e+00
4.8000000000e-01,3.5866070590e+00
4.8400000000e-01,3.5894432667e+00
4.8800000000e-01,3.5922698070e+00
4.9200000000e-01,3.5950866950e+00
4.9600000000e-01,3.5978939461e+00
5.0000000000e-01,3.6006915761e+00
5.0400000000e-01,3.6034796007e+00
5.0800000000e-01,3.6062580363e+00
5.1200000000e-01,3.6090268990e+00
5.1600000000e-01,3.6117862055e+00
5.2000000000e-01,3.6145359726e+00
5.2400000000e-01,3.6172762173e+00
5.2800000000e-01,3.6200069568e+00
5.3200000000e-01,3.6227282085e+00
5.3600000000e-01,3.6254399900e+00
5.4000000000e-01,3.6281423191e+00
5.4400000000e-01,3.6308352138e+00
5.4800000000e-01,3.6335186925e+00
5.5200000000e-01,3.6361927733e+00
5.5600000000e-01,3.6388574749e+00
5.6000000000e-01,3.6415128160e+00
5.6400000000e-01,3.6441588156e+00
5.6800000000e-01,3.6467954927e+00
5.7200000000e-01,3.6494228666e+00
5.7600000000e-01,3.6520409567e+00
5.8000000000e-01,3.6546497826e+00
5.8400000000e-01,3.6572493640e+00
5.8800000000e-01,3.6598397209e+00
5.9200000000e-01,3.6624208732e+00
5.9600000000e-01,3.6649928412e+00
6.0000000000e-01,3.6675556452e+00
6.0400000000e-01,3.6701093057e+00
6.0800000000e-01,3.6726538433e+00
6.1200000000e-01,3.6751892788e+00
6.1600000000e-01,3.6777156330e+00
6.2000000000e-01,3.6802329270e+00
6.2400000000e-01,3.6827411818e+00
6.2800000000e-01,3.6852404189e+00
6.3200000000e-01,3.6877306594e+00
6.3600000000e-01,3.6902119250e+00
6.4000000000e-01,3.6926842373e+00
6.4400000000e-01,3.6951476179e+00
6.4800000000e-01,3.6976020887e+00
6.5200000000e-01,3.7000476717e+00
6.5600000000e-01,3.7024843888e+00
6.6000000000e-01,3.7049122622e+00
6.6400000000e-01,3.7073313142e+00
6.6800000000e-01,3.7097415671e+00
6.7200000000e-01,3.7121430432e+00
6.7600000000e-01,3.7145357652e+00
6.8000000000e-01,3.7169197556e+00
6.8400000000e-01,3.7192950370e+00
